id,identifier,name,generation_id,type_id,power,pp,accuracy,priority,move_target_id,damage_category_id,contest_type_id,contest_effect_id,super_contest_effect_id,name_jp,name_jp_romanized,name_fr,name_ger,name_it,name_es,name_kr,name_kr_romanized,name_cn,name_cn_romanized
114,haze,Haze,1,15,,30,,0,13,3,2,33,13,くろいきり,Kuroi Kiri,Buée Noire,Dunkelnebel,Nube,Niebla,흑안개,Heuk Angae,黑霧 / 黑雾,Hēiwù / Hākmouh
115,reflect,Reflect,1,14,,20,,0,15,3,4,15,13,リフレクター,Rifurekutā,Protection,Reflektor,Riflesso,Reflejo,리플렉터,Reflector,反射壁,Fǎnshè Bì / Fáanseh Bīk
116,focus-energy,Focus Energy,1,1,,30,,0,4,3,1,5,11,きあいだめ,Kiai Dame,Puissance,Energiefokus,Focalenergia,Foco Energía,기충전,Gichungjeon,聚氣 / 聚气,Jùqì / Jeuihhei
117,bide,Bide,1,1,,10,,1,4,1,5,15,15,がまん,Gaman,Patience,Geduld,Pazienza,Venganza,참기,Chamgi,忍耐,Rěnnài / Yánnoih
118,metronome,Metronome,1,1,,10,,0,4,3,3,17,14,ゆびをふる,Yubi o Furu,Métronome,Metronom,Metronomo,Metrónomo,손가락흔들기,Songarak Heundeulgi,揮指 / 挥指,Huīzhǐ / Fāijí
119,mirror-move,Mirror Move,1,3,,20,,0,1,3,4,19,15,オウムがえし,Ōmu Gaeshi,Mimique,Spiegeltrick,Speculmossa,Espejo,따라하기,Ttarahagi,鸚鵡學舌 / 鹦鹉学舌,Yīngwǔxuéshé / Yīngmóuhhohksit
120,self-destruct,Self-Destruct,1,1,200,5,100,0,11,1,2,7,9,じばく,Jibaku,Destruction,Finale,Autodistruzione,Autodestrucción,자폭,Japok,自爆,Zìbào / Jihbaau
121,egg-bomb,Egg Bomb,1,1,100,10,75,0,1,1,5,1,5,タマゴばくだん,Tamago Bakudan,Bombe Œuf,Eierbombe,Uovobomba,Bomba Huevo,알폭탄,Al Poktan,炸蛋,Zhà Dàn / Ja Dáan
122,lick,Lick,1,8,30,30,100,0,1,1,5,4,16,したでなめる,Shita de Nameru,Léchouille,Schlecker,Leccata,Lengüetazo,핥기,Hatgi,舌舔,Shétiǎn / Sittím
123,smog,Smog,1,4,30,20,70,0,1,2,5,5,5,スモッグ,Sumoggu,Purédpois,Smog,Smog,Polución,스모그,Smog,濁霧 / 浊雾,Zhuówù / Juhkmouh
124,sludge,Sludge,1,4,65,20,100,0,1,2,5,4,18,ヘドロこうげき,Hedoro Kōgeki,Détritus,Schlammbad,Fango,Residuos,오물공격,Omul Gonggyeok,污泥攻擊 / 污泥攻击,Wūní Gōngjí / Wūnàih Gūnggīk
125,bone-club,Bone Club,1,5,65,20,85,0,1,1,5,10,5,ホネこんぼう,Hone Konbō,Massd'Os,Knochenkeule,Ossoclava,Hueso Palo,뼈다귀치기,Ppyeo Dagwichigi,骨棒,Gǔbàng / Gwātpáahng
126,fire-blast,Fire Blast,1,10,110,5,85,0,1,2,2,1,17,だいもんじ,Dai Monji,Déflagration,Feuersturm,Fuocobomba,Llamarada,불대문자,Bul Daemunja,大字爆炎,Dàzì Bàoyán / Daaihjih Baauyìhm
127,waterfall,Waterfall,1,11,80,15,100,0,1,1,5,28,5,たきのぼり,Taki Nobori,Cascade,Kaskade,Cascata,Cascada,폭포오르기,Pokpo Oreugi,攀瀑,Pān Pù / Pāanbuhk
128,clamp,Clamp,1,11,35,15,85,0,1,1,5,24,5,からではさむ,Kara de Hasamu,Claquoir,Schnapper,Tenaglia,Tenaza,껍질끼우기,Kkeopjil Kkiugi,貝殼夾擊 / 贝壳夹击,Bèiké Jiájí / Buihok Gaapgīk
129,swift,Swift,1,1,60,20,,0,10,2,1,27,17,スピードスター,Supīdo Sutā,Météores,Sternschauer,Comete,Meteoros,스피드스타,Speed Star,高速星星,Gāosù Xīngxīng / Gōuchūk Sīngsīng
130,skull-bash,Skull Bash,1,1,130,10,100,0,1,1,5,4,6,ロケットずつき,Rokketo Zutsuki,Coud'Krâne,Schädelwumme,Capocciata,Cabezazo,로케트박치기,Rocket Bakchigi,火箭頭錘 / 火箭头锤,Huǒjiàn Tóuchuí / Fójin Tàuhchèuih
131,spike-cannon,Spike Cannon,1,1,20,15,100,0,1,1,1,10,7,とげキャノン,Toge Kyanon,Picanon,Dornkanone,Sparalance,Clavo Cañón,가시대포,Gasi Daepo,尖刺加農炮 / 尖刺加农炮,Jiāncì Jiānóngpào / Jīmchi Gānùhngpaau
132,constrict,Constrict,1,1,10,35,100,0,1,1,5,9,21,からみつく,Karamitsuku,Constriction,Umklammerung,Limitazione,Restricción,휘감기,Hwigamgi,纏繞 / 缠绕,Chánrào / Chìhnyíu
133,amnesia,Amnesia,1,14,,20,,0,4,3,3,32,11,ドわすれ,Dowasure,Amnésie,Amnesie,Amnesia,Amnesia,망각술,Manggaksul,瞬間失憶 / 瞬间失忆,Shùnjiān Shīyì / Seungāan Sātyīk
134,kinesis,Kinesis,1,14,,15,80,0,1,3,4,24,11,スプーンまげ,Supūn Mage,Télékinésie,Psykraft,Cinèsi,Kinético,숟가락휘기,Sutgarak Hwigi,折彎湯匙 / 折弯汤匙,Zhéwān Tāngchí / Jitwāan Tōngchìh
135,soft-boiled,Soft-Boiled,1,1,,5,,0,4,3,2,1,8,タマゴうみ,Tamago Umi,E-Coque,Weichei,Covauova,Ovocuración,알낳기,Alnaki,生蛋,Shēngdàn / Sāangdáan
136,high-jump-kick,High Jump Kick,1,2,130,10,90,0,1,1,1,3,5,とびひざげり,Tobihizageri,Pied Voltige,Turmkick,Calcinvolo,Pat. Salto Alta,무릎차기,Mureupchagi,飛膝踢 / 飞膝踢,Fēixītī / Fēisāttek
137,glare,Glare,1,1,,30,100,0,1,3,5,5,19,へびにらみ,Hebi Nirami,Regard Médusant,Schlangenblick,Sguardo Feroce,Deslumbrar,뱀눈초리,Baemnunchori,大蛇瞪眼,Dàshé Dèngyǎn / Daaihsèh Dāngngáahn
138,dream-eater,Dream Eater,1,14,100,15,100,0,1,2,4,8,20,ゆめくい,Yume Kui,Dévorêve,Traumfresser,Mangiasogni,Comesueños,꿈먹기,Kkum Meokgi,食夢 / 食梦,Shímèng / Sihkmuhng
139,poison-gas,Poison Gas,1,4,,40,90,0,10,3,4,33,5,どくガス,Doku Gasu,Gaz Toxik,Giftwolke,Velenogas,Gas Venenoso,독가스,Dok Gas,毒瓦斯,Dú Wǎsī / Duhk Ngáhsī
140,barrage,Barrage,1,1,15,20,85,0,1,1,5,12,7,たまなげ,Tamanage,Pilonnage,Stakkato,Attacco Pioggia,Bombardeo,구슬던지기,Guseul Deonjigi,投球,Tóuqiú / Tàuhkàuh
141,leech-life,Leech Life,1,7,80,10,100,0,1,1,4,9,20,きゅうけつ,Kyūketsu,Vampirisme,Blutsauger,Sanguisuga,Chupavidas,흡혈,Heuphyeol,吸血,Xīxuè / Kāphyut
142,lovely-kiss,Lovely Kiss,1,1,,10,75,0,1,3,2,5,19,あくまのキッス,Akuma no Kissu,Grobisou,Todeskuss,Demonbacio,Beso Amoroso,악마의키스,Akma-yi Kiss,惡魔之吻,È'mó-zhī Wěn / Okmō-jī Máhn
143,sky-attack,Sky Attack,1,3,140,5,90,0,2,1,1,2,6,ゴッドバード,Goddo Bādo,Piqué,Himmelsfeger,Aeroattacco,Ataque Aéreo,불새,Bul Sae,神鳥猛擊 / 神鸟猛击,Shénniǎo Měngjī / Sàhnníuh Máahnggīk
144,transform,Transform,1,1,,10,,0,1,3,4,17,23,へんしん,Henshin,Morphing,Wandler,Trasformazione,Transformación,변신,Byeonsin,變身 / 变身,Biànshēn / Binsān
145,bubble,Bubble,1,11,40,30,100,0,10,2,3,8,2,あわ,Awa,Écume,Blubber,Bolla,Burbuja,거품,Geopum,泡沫,Pàomò / Póuhmuht
146,dizzy-punch,Dizzy Punch,1,1,70,10,100,0,1,1,1,4,16,ピヨピヨパンチ,Piyopiyo Panchi,Uppercut,Irrschlag,Stordipugno,Puño Mareo,잼잼펀치,Jaemjaem Punch,迷昏拳,Míhūn Quán / Màihfān Kyùhn
147,spore,Spore,1,12,,15,100,0,1,3,2,5,10,キノコのほうし,Kinoko no Hōshi,Spore,Pilzspore,Spora,Espora,버섯포자,Beoseot Poja,蘑菇孢子,Mógū Bāozǐ / Mòhgū Bāaují
148,flash,Flash,1,1,,20,100,0,1,3,2,22,10,フラッシュ,Furasshu,Flash,Blitz,Flash,Destello,플래시,Flash,閃光 / 闪光,Shǎnguāng / Símgwōng
149,psywave,Psywave,1,14,,15,100,0,1,2,4,14,5,サイコウェーブ,Saiko Uēbu,Vague Psy,Psywelle,Psiconda,Psicoonda,사이코웨이브,Psycho Wave,精神波,Jīngshén Bō / Jīngsàhn Bō
150,splash,Splash,1,1,,40,,0,4,3,3,28,16,はねる,Haneru,Trempette,Platscher,Splash,Salpicadura,튀어오르기,Twieo Oreugi,躍起 / 跃起,Yuèqǐ / Yeuhkhéi
151,acid-armor,Acid Armor,1,4,,20,,0,4,3,5,32,11,とける,Tokeru,Acidarmure,Säurepanzer,Scudo Acido,Armadura Ácida,녹기,Nokgi,溶化,Rónghuà / Yùhngfa
152,crabhammer,Crabhammer,1,11,100,10,90,0,1,1,5,2,18,クラブハンマー,Kurabu Hanma,Pince-Masse,Krabbhammer,Martellata,Martillazo,찝게햄머,Jjipge Hammer,蟹鉗錘 / 蟹钳锤,Xièqián Chuí / Háaihkìhm Chèuih
153,explosion,Explosion,1,1,250,5,100,0,11,1,2,7,9,だいばくはつ,Dai Bakuhatsu,Explosion,Explosion,Esplosione,Explosión,대폭발,Dae Pokbal,大爆炸,Dà Bàozhà / Daaih Baauja
154,fury-swipes,Fury Swipes,1,1,18,15,80,0,1,1,5,10,7,みだれひっかき,Midare Hikkaki,Combo-Griffe,Kratzfurie,Sfuriate,Golpes Furia,마구할퀴기,Magu Halkwigi,亂抓 / 乱抓,Luànzhuā / Lyuhnjáau
155,bonemerang,Bonemerang,1,5,50,10,90,0,1,1,5,1,7,ホネブーメラン,Hone Būmeran,Osmerang,Knochmerang,Ossomerang,Huesomerang,뼈다귀부메랑,Ppyeodagwi Boomerang,骨頭回力鏢 / 骨头回力镖,Gǔtou Huílìbiāo / Gwāttàuh Wùihlihkbīu
156,rest,Rest,1,14,,5,,0,4,3,3,16,8,ねむる,Nemuru,Repos,Erholung,Riposo,Descanso,잠자기,Jamjagi,睡覺 / 睡觉,Shuìjiào / Seuihgaau
157,rock-slide,Rock Slide,1,6,75,10,90,0,10,1,5,5,5,いわなだれ,Iwa Nadare,Éboulement,Steinhagel,Frana,Avalancha,스톤샤워,Stone Shower,岩崩,Yánbēng / Ngàahmbāng
158,hyper-fang,Hyper Fang,1,1,80,15,90,0,1,1,1,4,18,ひっさつまえば,Hissatsu Maeba,Croc de Mort,Hyperzahn,Iperzanna,Hipercolmillo,필살앞니,Pilsal Apni,必殺門牙 / 必杀门牙,Bìshā Ményá / Bītsaat Mùhnngàh
159,sharpen,Sharpen,1,1,,30,,0,4,3,3,32,11,かくばる,Kakubaru,Affûtage,Schärfer,Affilatore,Afilar,각지기,Gakjigi,棱角化,Léngjiǎo Huà / Lìhnggok Fa
160,conversion,Conversion,1,1,,30,,0,4,3,2,12,23,テクスチャー,Tekusuchā,Conversion,Umwandlung,Conversione,Conversión,텍스처,Texture,紋理 / 纹理,Wénlǐ / Màhnléih
161,tri-attack,Tri Attack,1,1,80,10,100,0,1,2,2,8,5,トライアタック,Torai Atakku,Triplattaque,Triplette,Tripletta,Triataque,트라이어택,Tri Attack,三重攻擊 / 三重攻击,Sānchóng Gōngjí / Sāamchùhng Gūnggīk
162,super-fang,Super Fang,1,1,,10,90,0,1,1,5,14,5,いかりのまえば,Ikari no Maeba,Croc Fatal,Superzahn,Superzanna,Superdiente,분노의앞니,Bunno-yi Apni,憤怒門牙 / 愤怒门牙,Fènnù Ményá / Fáhnnouh Mùhnngàh
163,slash,Slash,1,1,70,20,100,0,1,1,1,2,5,きりさく,Kirisaku,Tranche,Schlitzer,Lacerazione,Cuchillada,베어가르기,Beeo Gareugi,劈開 / 劈开,Pīkāi / Pekhōi
164,substitute,Substitute,1,1,,10,,0,4,3,4,16,23,みがわり,Migawari,Clonage,Delegator,Sostituto,Sustituto,대타출동,Daetachuldong,替身,Tìshēn / Taisān
165,struggle,Struggle,1,1,50,1,,0,9,1,1,1,5,わるあがき,Waruagaki,Lutte,Verzweifler,Scontro,Forcejeo,발버둥,Balbeodung,掙扎 / 挣扎,Zhēngzhá / Jāngjaat
166,sketch,Sketch,2,1,,1,,0,1,3,4,19,23,スケッチ,Sukecchi,Gribouille,Nachahmer,Schizzo,Esquema,스케치,Sketch,寫生 / 写生,Xiěshēng / Sésāng
167,triple-kick,Triple Kick,2,2,10,10,90,0,1,1,1,1,7,トリプルキック,Toripuru Kikku,Triple Pied,Dreifachkick,Triplocalcio,Triple Patada,트리플킥,Triple Kick,三連踢 / 三连踢,Sānliántī / Sāamlìhntek
168,thief,Thief,2,17,60,25,100,0,1,1,5,20,12,どろぼう,Dorobō,Larcin,Raub,Furto,Ladrón,도둑질,Dodukjil,小偷,Xiǎotōu / Síutāu
169,spider-web,Spider Web,2,7,,10,,0,1,3,4,18,13,クモのす,Kumo no Su,Toile,Spinnennetz,Ragnatela,Telaraña,거미집,Geomijip,蛛網 / 蛛网,Zhūwǎng / Jyūmóhng
170,mind-reader,Mind Reader,2,1,,5,,0,1,3,4,24,20,こころのめ,Kokoro no Me,Lire-Esprit,Willensleser,Leggimente,Telépata,마음의눈,Ma'eum-yi Nun,心之眼,Xīn-zhī Yǎn / Sām-jī Ngáahn
171,nightmare,Nightmare,2,8,,15,100,0,1,3,4,5,19,あくむ,Akumu,Cauchemar,Nachtmahr,Incubo,Pesadilla,악몽,Akmong,惡夢 / 恶梦,È'mèng / Ok'muhng
172,flame-wheel,Flame Wheel,2,10,60,25,100,0,1,1,2,1,7,かえんぐるま,Kaen Guruma,Roue de Feu,Flammenrad,Ruotafuoco,Rueda Fuego,화염자동차,Hwayeom Jadongcha,火焰輪 / 火焰轮,Huǒyàn Lún / Fóyihm Lèuhn
173,snore,Snore,2,1,50,15,100,0,1,2,3,1,5,いびき,Ibiki,Ronflement,Schnarcher,Russare,Ronquido,코골기,Kogolgi,打鼾,Dǎhān / Dáhòhn
174,curse,Curse,2,8,,10,,0,16,3,5,31,21,のろい,Noroi,Malédiction,Fluch,Maledizione,Maldición,저주,Jeoju,詛咒 / 诅咒,Zǔzhòu / Jojau
175,flail,Flail,2,1,,15,100,0,1,1,3,26,15,じたばた,Jitabata,Gigotage,Dreschflegel,Flagello,Azote,바둥바둥,Badungbadung,抓狂,Zhuākuáng / Jáaukwòhng
176,conversion-2,Conversion 2,2,1,,30,,0,1,3,2,12,23,テクスチャー２,Tekusuchā 2,Conversion2,Umwandlung2,Conversione2,Conversión2,텍스처２,Texture 2,紋理２ / 纹理２,Wénlǐ2 / Màhnléih2
177,aeroblast,Aeroblast,2,3,100,5,95,0,2,2,1,2,22,エアロブラスト,Earoburasuto,Aéroblast,Luftstoß,Aerocolpo,Aerochorro,에어로블라스트,Aeroblast,氣旋攻擊 / 气旋攻击,Qìxuán Gōngjí / Heisyùhn Gūnggīk
178,cotton-spore,Cotton Spore,2,12,,40,100,0,10,3,2,10,1,わたほうし,Wata Hōshi,Spore Coton,Baumwollsaat,Cottonspora,Esporagodón,목화포자,Mokhwa Poja,棉孢子,Mián Bāozǐ / Mìhn Bāaují
179,reversal,Reversal,2,2,,15,100,0,1,1,1,28,15,きしかいせい,Kishi Kaisei,Contre,Gegenschlag,Contropiede,Inversión,기사회생,Gisa Hoesaeng,起死回生,Qǐsǐhuíshēng / Héiséiwùihsāng
180,spite,Spite,2,8,,10,100,0,1,3,5,26,19,うらみ,Urami,Dépit,Groll,Dispetto,Rencor,원한,Weonhan,怨恨,Yuànhèn / Yunhahn
181,powder-snow,Powder Snow,2,15,40,25,100,0,10,2,2,1,5,こなゆき,Konayuki,Poudreuse,Pulverschnee,Polneve,Nieve Polvo,눈싸라기,Nun Ssaragi,細雪 / 细雪,Xìxuě / Saisyut
182,protect,Protect,2,1,,10,,4,4,3,3,15,16,まもる,Mamoru,Abri,Schutzschild,Protezione,Protección,방어,Bang'eo,守住,Shǒuzhù / Sáujyuh
183,mach-punch,Mach Punch,2,2,40,30,100,1,1,1,1,30,1,マッハパンチ,Mahha Panchi,Mach Punch,Tempohieb,Pugnorapido,Ultrapuño,마하펀치,Mach Punch,音速拳,Yīnsù Quán / Yāmchūk Kyùhn
184,scary-face,Scary Face,2,1,,10,100,0,1,3,5,10,2,こわいかお,Kowai Kao,Grimace,Grimasse,Visotruce,Cara Susto,겁나는얼굴,Geomnaneun Eolgul,鬼面,Guǐmiàn / Gwáimihn
185,feint-attack,Feint Attack,2,17,60,20,,0,1,1,4,27,18,だましうち,Damashiuchi,Feinte,Finte,Finta,Finta,속여때리기,Sogyeo Ttaerigi,出奇一擊 / 出奇一击,Chūqí Yījī / Chēutkèih Yātgīk
186,sweet-kiss,Sweet Kiss,2,18,,10,75,0,1,3,3,18,19,てんしのキッス,Tenshi no Kissu,Doux Baiser,Bitterkuss,Dolcebacio,Beso Dulce,천사의키스,Cheonsa-ui Kiss,天使之吻,Tiānshǐ-zhī Wěn / Tīnsi-jī Máhn
187,belly-drum,Belly Drum,2,1,,10,,0,4,3,3,32,11,はらだいこ,Haradaiko,Cognobidon,Bauchtrommel,Panciamburo,Tambor,배북,Baebuk,腹鼓,Fùgǔ / Fūkgú
188,sludge-bomb,Sludge Bomb,2,4,90,10,100,0,1,2,5,10,18,ヘドロばくだん,Hedoro Bakudan,Bombe Beurk,Matschbombe,Fangobomba,Bomba Lodo,오물폭탄,Omul Poktan,污泥炸彈 / 污泥炸弹,Wūní Zhàdàn / Wūnàih Jadáan
189,mud-slap,Mud-Slap,2,5,20,10,100,0,1,2,3,10,5,どろかけ,Dorokake,Coud'Boue,Lehmschelle,Fangosberla,Bofetón Lodo,진흙뿌리기,Jinheuk Ppurigi,擲泥 / 掷泥,Zhìní / Jaahknàih
190,octazooka,Octazooka,2,11,65,10,85,0,1,2,5,10,4,オクタンほう,Okutank Hō,Octazooka,Octazooka,Octazooka,Pulpocañón,대포무노포,Daepomuno Po,章魚桶炮 / 章鱼桶炮,Zhāngyútǒng Pào / Jēungyùhtúng Paau
191,spikes,Spikes,2,5,,20,,0,14,3,4,18,13,まきびし,Makibishi,Picots,Stachler,Punte,Púas,압정뿌리기,Apjeong Ppurigi,撒菱,Sālíng / Saatlìhng
192,zap-cannon,Zap Cannon,2,13,120,5,50,0,1,2,1,1,4,でんじほう,Denjihō,Élecanon,Blitzkanone,Falcecannone,Electrocañón,전자포,Jeonjapo,電磁炮 / 电磁炮,Diàncí Pào / Dihnchìh Paau
193,foresight,Foresight,2,1,,40,,0,1,3,4,33,20,みやぶる,Miyaburu,Clairvoyance,Scharfblick,Preveggenza,Profecía,꿰뚫어보기,Kkwettul'eobogi,識破 / 识破,Shìpò / Sīkpo
194,destiny-bond,Destiny Bond,2,8,,5,,0,4,3,4,7,9,みちづれ,Michizure,Lien du Destin,Abgangsbund,Destinobbligato,Mismo Destino,길동무,Gil Dongmu,同命,Tóngmìng / Tùhngmehng
195,perish-song,Perish Song,2,1,,5,,0,12,3,2,14,10,ほろびのうた,Horobi no Uta,Requiem,Abgesang,Ultimocanto,Canto Mortal,멸망의노래,Myeolmang-yi Norae,滅亡之歌 / 灭亡之歌,Mièwáng-zhī Gē / Mihtmòhng-jī Gō
196,icy-wind,Icy Wind,2,15,55,15,95,0,10,2,2,5,2,こごえるかぜ,Kogoeru Kaze,Vent Glace,Eissturm,Ventogelato,Viento Hielo,얼다바람,Eolda Baram,冰凍之風 / 冰冻之风,Bīngdòng-zhī Fēng / Bīngdung-jī Fūng
197,detect,Detect,2,2,,5,,4,4,3,1,16,16,みきり,Mikiri,Détection,Scanner,Individua,Detección,판별,Panbyeol,看穿,Kànchuān / Honchyūn
198,bone-rush,Bone Rush,2,5,25,10,90,0,1,1,5,1,7,ボーンラッシュ,Bōn Rasshu,Charge Os,Knochenhatz,Ossoraffica,Ataque Óseo,본러쉬,Bone Rush,骨棒亂打 / 骨棒乱打,Gǔbàng Luàndǎ / Gwātpáahng Lyuhndá
199,lock-on,Lock-On,2,1,,5,,0,1,3,4,24,20,ロックオン,Rokku On,Verrouillage,Zielschuss,Localizza,Fijar Blanco,록온,Lock On,鎖定 / 锁定,Suǒdìng / Sódihng
200,outrage,Outrage,2,16,120,10,100,0,9,1,1,6,7,げきりん,Gekirin,Colère,Wutanfall,Oltraggio,Enfado,역린,Yeokrin,逆鱗 / 逆鳞,Nìlín / Yihklèuhn
201,sandstorm,Sandstorm,2,6,,10,,0,13,3,5,21,13,すなあらし,Suna Arashi,Tempête de Sable,Sandsturm,Terrempesta,Tormenta Arena,모래바람,Morae Baram,沙暴,Shābào / Sābouh
202,giga-drain,Giga Drain,2,12,75,10,100,0,1,2,4,10,20,ギガドレイン,Giga Dorein,Giga-Sangsue,Gigasauger,Gigassorbimento,Gigadrenado,기가드레인,Giga Drain,終極吸取 / 终极吸取,Zhōngjí Xīqǔ / Jūnggihk Kāpchéui
203,endure,Endure,2,1,,10,,4,4,3,5,16,13,こらえる,Koraeru,Ténacité,Ausdauer,Resistenza,Aguante,버티기,Beotigi,挺住,Tǐngzhù / Tíhngjyuh
204,charm,Charm,2,18,,20,100,0,1,3,3,23,19,あまえる,Amaeru,Charme,Charme,Fascino,Encanto,애교부리기,Aegyo Burigi,撒嬌 / 撒娇,Sājiāo / Saatgīu
205,rollout,Rollout,2,6,30,20,90,0,1,1,5,24,7,ころがる,Korogaru,Roulade,Walzer,Rotolamento,Rodar,구르기,Gureugi,滾動 / 滚动,Gǔndòng / Gwánduhng
206,false-swipe,False Swipe,2,1,40,40,100,0,1,1,1,5,16,みねうち,Mineuchi,Faux-Chage,Trugschlag,Falsofinale,Falso Tortazo,칼등치기,Kaldeungchigi,點到為止 / 点到为止,Diǎn-dào Wéizhǐ / Dím-dou Wàihjí
207,swagger,Swagger,2,1,,15,85,0,1,3,3,27,19,いばる,Ibaru,Vantardise,Angeberei,Bullo,Contoneo,뽐내기,Ppomnaegi,虛張聲勢 / 虚张声势,Xūzhāngshēngshì / Hēuijēungsīngsai
208,milk-drink,Milk Drink,2,1,,5,,0,4,3,3,12,8,ミルクのみ,Miruku Nomi,Lait à Boire,Milchgetränk,Buonlatte,Batido,우유마시기,Uyu Masigi,喝牛奶,Hē Niúnǎi / Hot Ngàuhnáaih
209,spark,Spark,2,13,65,20,100,0,1,1,1,4,5,スパーク,Supāku,Étincelle,Funkensprung,Scintilla,Chispa,스파크,Spark,電光 / 电光,Diànguāng / Dihngwōng
210,fury-cutter,Fury Cutter,2,7,40,20,95,0,1,1,1,17,7,れんぞくぎり,Renzoku Giri,Taillade,Zornklinge,Tagliofuria,Corte Furia,연속자르기,Yeonsok Jareugi,連斬 / 连斩,Liánzhǎn / Lìhnjáam
211,steel-wing,Steel Wing,2,9,70,25,90,0,1,1,1,12,5,はがねのつばさ,Hagane no Tsubasa,Ailes d'Acier,Stahlflügel,Alacciaio,Ala de Acero,강철날개,Gangcheol Nalgae,鋼翼 / 钢翼,Gāngyì / Gongyihk
212,mean-look,Mean Look,2,1,,5,,0,1,3,2,18,10,くろいまなざし,Kuroi Manazashi,Regard Noir,Horrorblick,Malosguardo,Mal de Ojo,검은눈빛,Geom-eun Nunbit,黑色目光,Hēisè Mùguāng / Hāksīk Muhkgwōng
213,attract,Attract,2,1,,15,100,0,1,3,3,18,19,メロメロ,Meromero,Attraction,Anziehung,Attrazione,Atracción,헤롱헤롱,Herongherong,迷人,Mírén / Màihyàhn
214,sleep-talk,Sleep Talk,2,1,,10,,0,4,3,3,17,5,ねごと,Negoto,Blabla Dodo,Schlafrede,Sonnolalia,Sonámbulo,잠꼬대,Jamkkodae,夢話 / 梦话,Mènghuà / Muhngwah
215,heal-bell,Heal Bell,2,1,,5,,0,7,3,2,28,8,いやしのすず,Iyashi no Suzu,Glas de Soin,Vitalglocke,Rintoccasana,Cascabel Cura,치료방울,Chiryo Bang'ul,治癒鈴聲 / 治愈铃声,Zhìyù Língshēng / Jihyuh Lìhngsēng
216,return,Return,2,1,,20,100,0,1,1,3,13,17,おんがえし,Ongaeshi,Retour,Rückkehr,Ritorno,Retribución,은혜갚기,Eunhye Gapgi,報恩 / 报恩,Bào'ēn / Bou'yān
217,present,Present,2,1,,15,90,0,1,1,3,17,16,プレゼント,Purezento,Cadeau,Geschenk,Regalino,Presente,프레젠트,Present,禮物 / 礼物,Lǐwù / Láihmaht
218,frustration,Frustration,2,1,,20,100,0,1,1,3,13,18,やつあたり,Yatsuatari,Frustration,Frustration,Frustrazione,Frustración,화풀이,Hwapul'i,遷怒 / 迁怒,Qiānnù / Chīnnouh
219,safeguard,Safeguard,2,1,,25,,0,15,3,2,15,13,しんぴのまもり,Shinpi no Mamori,Rune Protect,Bodyguard,Salvaguardia,Velo Sagrado,신비의부적,Sinbiui Bujeok,神秘守護 / 神秘守护,Shénmì Shǒuhù / Sàhnbei Sáuwuh
220,pain-split,Pain Split,2,1,,20,,0,1,3,4,4,10,いたみわけ,Itamiwake,Balance,Leidteiler,Malcomune,Divide Dolor,아픔나누기,Apeum Nanugi,分擔痛楚 / 分担痛楚,Fēndān Tòngchǔ / Fāndāam Tungchó
221,sacred-fire,Sacred Fire,2,10,100,5,95,0,1,1,2,1,22,せいなるほのお,Seinaru Honō,Feu Sacré,Läuterfeuer,Magifuoco,Fuego Sagrado,성스러운불꽃,Seongseureoun Bulkkot,神聖之火 / 神圣之火,Shénshèng-zhī Huǒ / Sàhnsing-jī Fó
222,magnitude,Magnitude,2,5,,30,100,0,11,1,5,11,18,マグニチュード,Magunichūdo,Ampleur,Intensität,Magnitudo,Magnitud,매그니튜드,Magnitude,震級 / 震级,Zhènjí / Jankāp
223,dynamic-punch,Dynamic Punch,2,2,100,5,50,0,1,1,1,10,18,ばくれつパンチ,Bakuretsu Panchi,Dynamo-Poing,Wuchtschlag,Dinamipugno,Puño Dinámico,폭발펀치,Pokbal Punch,爆裂拳,Bàoliè Quán / Baauliht Kyùhn
224,megahorn,Megahorn,2,7,120,10,85,0,1,1,1,12,18,メガホーン,Megahōn,Mégacorne,Vielender,Megacorno,Megacuerno,메가폰,Megapon,超級角擊 / 超级角击,Chāojí Jiǎojī / Chīukāp Gokgīk
225,dragon-breath,Dragon Breath,2,16,60,20,100,0,1,2,1,5,17,りゅうのいぶき,Ryū no Ibuki,Draco-Souffle,Feuerodem,Dragospiro,Dragoaliento,용의숨결,Yong-ui Sumgyeol,龍息 / 龙息,Lóngxī / Lùhngsīk
226,baton-pass,Baton Pass,2,1,,40,,0,4,3,3,18,16,バトンタッチ,Baton Tacchi,Relais,Stafette,Staffetta,Relevo,바톤터치,Baton Touch,接棒,Jiēbàng / Jippáahng
227,encore,Encore,2,1,,5,100,0,1,3,3,18,20,アンコール,Ankōru,Encore,Zugabe,Ripeti,Otra Vez,앵콜,Encore,再來一次 / 再来一次,Zàiláiyīcì / Joilòihyātchi
228,pursuit,Pursuit,2,17,40,20,100,0,1,1,4,14,20,おいうち,Oiuchi,Poursuite,Verfolgung,Inseguimento,Persecución,따라가때리기,Ttaragattaerigi,追打,Zhuīdǎ / Jēuidá
229,rapid-spin,Rapid Spin,2,1,50,40,100,0,1,1,1,16,17,こうそくスピン,Kōsoku Supin,Tour Rapide,Turbodreher,Rapigiro,Giro Rápido,고속스핀,Gosok Spin,高速旋轉 / 高速旋转,Gāosù Xuánzhuǎn / Gōuchūk Syùhnjyún
