identifier,name,default_item_sprite,default_item_sprite_small,item_category_identifier,introduced_in_generation_id,is_consumable,is_holdable,is_field_usable,description,notes,is_battle_usable
basement-key-hoenn,Basement Key (Hoenn),https://cdn.pokedb.org/d883dce8c02d8d19f83b543f12e6d196c56e6e2e68ca50235f44ec6b0546a50b,https://cdn.pokedb.org/d883dce8c02d8d19f83b543f12e6d196c56e6e2e68ca50235f44ec6b0546a50bw20h20,key-items,3,false,false,true,A key item used to unlock the door to New Mauville beneath Mauville City.,Hoenn-specific Basement Key used for New Mauville.,false
basement-key-johto,Basement Key (Johto),https://cdn.pokedb.org/d7770def0466ddae57b2970cf6aa6bff745a9e3ecb12f2a629205410da356789,https://cdn.pokedb.org/d7770def0466ddae57b2970cf6aa6bff745a9e3ecb12f2a629205410da356789w20h20,key-items,2,false,false,true,A key that opens the locked door to the basement of the Goldenrod Tunnel.,Johto-specific Basement Key used in Goldenrod City.,false
basil,Basil,https://cdn.pokedb.org/f63274bc46c2da18e47c63cb6d800dea0c14b090c66e74971a0ed37b47ca3e25,https://cdn.pokedb.org/f63274bc46c2da18e47c63cb6d800dea0c14b090c66e74971a0ed37b47ca3e25w20h20,picnic-items,9,true,false,true,"A fragrant, bitter herb ingredient used when making sandwiches.",,false
battle-chairs,Battle Chairs,,,picnic-items,9,false,false,false,"A set of chairs designed for picnicking, inspired by the Battle Tablecloth.",,false
battle-pocket,Battle Pocket,https://cdn.pokedb.org/badc5140e5c28ba3ab99bfa745accceef228a36057ac85752f29858ccf6a8164,https://cdn.pokedb.org/badc5140e5c28ba3ab99bfa745accceef228a36057ac85752f29858ccf6a8164w20h20,key-items,7,false,false,false,"Contains all items which only have effect in battle, including Mega Stones.",,false
battle-tablecloth,Battle Tablecloth,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,true,A decorative picnic tablecloth meant to inspire people and Pokémon during picnics.,,false
baxcalibrite,Baxcalibrite,,,mega-stones,9,false,true,false,A Mega Stone that allows Baxcalibur to Mega Evolve into Mega Baxcalibur when held.,Introduced in the Mega Dimension DLC for Pokémon Legends: Z-A.,true
beach-glass,Beach Glass,https://cdn.pokedb.org/8cff805a76628979a5239949837b1193f1ab8b57d4b72a7fa52fc314c57e18c1,https://cdn.pokedb.org/8cff805a76628979a5239949837b1193f1ab8b57d4b72a7fa52fc314c57e18c1w20h20,valueable-items,7,false,false,false,A piece of colored glass worn smooth by ocean waves that is valuable only for selling.,,false
bead-mail,Bead Mail,https://cdn.pokedb.org/beac182e75e8ad5dc736b7079e9effb47851f1a8dcda95356694a209452a8143,https://cdn.pokedb.org/beac182e75e8ad5dc736b7079e9effb47851f1a8dcda95356694a209452a8143w20h20,mail,3,false,true,false,A type of Mail that can be held by a Pokémon to store a written message and display a sketch of the holder.,Exclusive to Generation III games.,false
bean-cake,Bean Cake,,,medicine,8,true,false,true,"A cake made by combining beans with a Cake-Lure Base that attracts various Pokémon, especially fish and bird Pokémon.",,false
beast-ball,Beast Ball,https://cdn.pokedb.org/274161a0e946fbfbc29f014c9fdc3cd59441fe9dad5ebfd25647f89c215db249,https://cdn.pokedb.org/274161a0e946fbfbc29f014c9fdc3cd59441fe9dad5ebfd25647f89c215db249w20h20,poke-balls,7,true,true,true,"A special Poké Ball designed to catch Ultra Beasts, with a very low success rate against other Pokémon.",,true
beedrillite,Beedrillite,https://cdn.pokedb.org/a52c9521de45efb1c113c8d16f3536d2e50187ec4f29d00b15ba570f4193f51b,https://cdn.pokedb.org/a52c9521de45efb1c113c8d16f3536d2e50187ec4f29d00b15ba570f4193f51bw20h20,mega-stones,6,false,true,false,A Mega Stone that allows Beedrill to Mega Evolve into Mega Beedrill.,Unaffected by item-negating effects; cannot be traded from Omega Ruby and Alpha Sapphire to X and Y.,true
beldum-claw,Beldum Claw,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,"A material dropped by Beldum, Metang, or Metagross that can be used to craft TMs at the TM Machine.",,false
bellsprout-candy,Bellsprout Candy,https://cdn.pokedb.org/82cf05d4cf883acbf65b74ccd47cf87624f98f6e84b962f847d1153ef87b8d9b,https://cdn.pokedb.org/82cf05d4cf883acbf65b74ccd47cf87624f98f6e84b962f847d1153ef87b8d9bw20h20,candy,7,true,false,true,"A species-specific candy that increases all AVs by 1 point for Bellsprout, Weepinbell, or Victreebel.",,false
bellsprout-vine,Bellsprout Vine,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by the Bellsprout evolutionary line that can be used to craft TMs at the TM Machine.,,false
belue-berry,Belue Berry,https://cdn.pokedb.org/6680d7e3abf584b2050ff0bf5aa82d5875364681eea2b374beb012d4477f153f,https://cdn.pokedb.org/6680d7e3abf584b2050ff0bf5aa82d5875364681eea2b374beb012d4477f153fw20h20,berries,3,true,true,false,"A very rare and extremely sour Berry primarily used as an ingredient for Pokéblocks, Poffins, and other recipes.",Largest obtainable Berry; primarily an ingredient item and not directly usable.,false
bergmite-ice,Bergmite Ice,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Bergmite or Avalugg that can be used to craft TMs at the TM Machine.,,false
berry-gen2,Berry,,,berries,2,true,true,true,A Berry exclusive to Generation II that restores 10 HP when used or consumed by a Pokémon.,Exclusive to Generation II; succeeded by the Oran Berry from Generation III onward.,true
berry-juice,Berry Juice,https://cdn.pokedb.org/3f1d41962ee486cec078eedfd1cb207e9db0def0084c6586418ecf97ba823be7,https://cdn.pokedb.org/3f1d41962ee486cec078eedfd1cb207e9db0def0084c6586418ecf97ba823be7w20h20,medicine,2,true,true,true,A drink made from Berries that restores 20 HP to a Pokémon.,,true
berry-pots,Berry Pots,https://cdn.pokedb.org/3c67e4606a1d74f56154267dc36b3841614ce5ef7672fff6577828f1a93d553f,https://cdn.pokedb.org/3c67e4606a1d74f56154267dc36b3841614ce5ef7672fff6577828f1a93d553fw20h20,key-items,4,false,false,true,"Portable planters that allow the player to plant, water, and grow Berry trees while traveling.",,false
berry-pouch,Berry Pouch,https://cdn.pokedb.org/67d25561bc8bad05d883d7ab235ef5f73abb8da3c66c0382cfc2d1c6b7a76992,https://cdn.pokedb.org/67d25561bc8bad05d883d7ab235ef5f73abb8da3c66c0382cfc2d1c6b7a76992w20h20,key-items,3,false,false,false,A pouch that stores the Berries the player collects.,,false
berry-sweet,Berry Sweet,https://cdn.pokedb.org/2de52f4cf7ed521966de425873eed5b58ce2f5b9bdc7535a2a37ebca6aad2c98,https://cdn.pokedb.org/2de52f4cf7ed521966de425873eed5b58ce2f5b9bdc7535a2a37ebca6aad2c98w20h20,held-items,8,true,true,true,A berry-shaped sweet that can be held by Milcery to trigger its evolution into Alcremie when the player spins.,,false
berserk-gene,Berserk Gene,,,held-items,2,true,true,false,A consumable held item that sharply raises the holder’s Attack upon entering battle but causes confusion.,Exclusive to Generation II core series games and heavily associated with Mewtwo.,true
bicycle,Bicycle,https://cdn.pokedb.org/17d81f3664b745c690d3492080c01dd61702d2910033a6cb6a6cfb6e0b7031d3,https://cdn.pokedb.org/17d81f3664b745c690d3492080c01dd61702d2910033a6cb6a6cfb6e0b7031d3w20h20,key-items,1,false,false,true,A key item that allows the player to travel faster than walking or running.,,false
big-bamboo-shoot,Big Bamboo Shoot,https://cdn.pokedb.org/ede0ef3806dc46057e3dc840bd3ad065016bb17b8411a10b95d84757f64323b8,https://cdn.pokedb.org/ede0ef3806dc46057e3dc840bd3ad065016bb17b8411a10b95d84757f64323b8w20h20,valueable-items,9,false,true,false,A large and rare bamboo shoot that is valued primarily for selling.,,false
big-malasada,Big Malasada,https://cdn.pokedb.org/bb6488868b7c4e13c4a356941524f6a43e3fe463d9f3d4e636d7bffe523cd3e8,https://cdn.pokedb.org/bb6488868b7c4e13c4a356941524f6a43e3fe463d9f3d4e636d7bffe523cd3e8w20h20,medicine,7,true,true,true,An Alola region local specialty that cures all non-volatile status conditions and confusion.,Local specialty of the Alola region.,true
big-mushroom,Big Mushroom,https://cdn.pokedb.org/7bf15d7efb3aa26354e7b81674678b457f951fe35fbad42d1144380684f109db,https://cdn.pokedb.org/7bf15d7efb3aa26354e7b81674678b457f951fe35fbad42d1144380684f109dbw20h20,valueable-items,2,true,true,false,A large and rare mushroom that is highly valued and can be sold for a high price.,More valuable version of the Tiny Mushroom.,false
big-nugget,Big Nugget,https://cdn.pokedb.org/6a7dbd3495aba329e88177f1e7ade46bd0a0fd3b37342df2116b6cea24e4489e,https://cdn.pokedb.org/6a7dbd3495aba329e88177f1e7ade46bd0a0fd3b37342df2116b6cea24e4489ew20h20,misc-items,5,false,true,false,A large and valuable nugget of pure gold meant to be sold for a high price.,More valuable version of the Nugget.,false
big-pearl,Big Pearl,https://cdn.pokedb.org/6c93125a80e4281d1fdc50a28644a4fec792bcc8081bbb4bfed48a5503b42b56,https://cdn.pokedb.org/6c93125a80e4281d1fdc50a28644a4fec792bcc8081bbb4bfed48a5503b42b56w20h20,valueable-items,2,false,true,false,"A large, valuable pearl that is prized for its high selling price.",Bigger and more valuable version of the Pearl; primarily used for selling.,false
big-root,Big Root,https://cdn.pokedb.org/f85ef460250234b444a05aab61687639ad8072578e6fd319144089765af9e9b6,https://cdn.pokedb.org/f85ef460250234b444a05aab61687639ad8072578e6fd319144089765af9e9b6w20h20,held-items,4,false,true,false,A held item that increases the amount of HP restored by HP-draining moves and effects.,,false
bike-voucher,Bike Voucher,https://cdn.pokedb.org/a9e0c9e317e75abad16ebc82a27bb216814db6101ee0ea560e697cea86decd59,https://cdn.pokedb.org/a9e0c9e317e75abad16ebc82a27bb216814db6101ee0ea560e697cea86decd59w20h20,key-items,1,false,false,false,A voucher that can be exchanged at the Bike Shop for a free Bicycle.,,false
binding-band,Binding Band,https://cdn.pokedb.org/ffb9e25e45b9dd49392f333572fbc92e68b27a98306773f081d4eebdd88f7d04,https://cdn.pokedb.org/ffb9e25e45b9dd49392f333572fbc92e68b27a98306773f081d4eebdd88f7d04w20h20,held-items,5,false,true,false,A held item that increases the damage inflicted by binding moves.,Damage multiplier changed across generations.,false
bitter-berry,Bitter Berry,,,berries,2,true,true,true,A Berry that cures a Pokémon of confusion when used or held.,Exclusive to Generation II; succeeded by the Persim Berry from Generation III onward.,true
bitter-herba-mystica,Bitter Herba Mystica,https://cdn.pokedb.org/c70193efe8ae784c3dd769299e5d9517c594b76aec6891b18cae60b3105cb59f,https://cdn.pokedb.org/c70193efe8ae784c3dd769299e5d9517c594b76aec6891b18cae60b3105cb59fw20h20,ingredients,9,true,false,true,A legendary bitter condiment used as an ingredient when making sandwiches.,One of the five Herba Mystica.,false
black-apricorn,Black Apricorn,https://cdn.pokedb.org/8fbaf342ef82395a9eee7046341986d4918b42b56b76ce433a12066ca6d1c203,https://cdn.pokedb.org/8fbaf342ef82395a9eee7046341986d4918b42b56b76ce433a12066ca6d1c203w20h20,apricorns,2,true,,true,A tough black fruit used to craft Heavy Balls or blend into Aprijuice.,,false
black-augurite,Black Augurite,https://cdn.pokedb.org/5a715b776996dc6c38f00417e99d7928d14bcee49d95a91857c277c34817cf29,https://cdn.pokedb.org/5a715b776996dc6c38f00417e99d7928d14bcee49d95a91857c277c34817cf29w20h20,evolution-items,8,true,false,true,A black stone used to evolve Scyther into Kleavor.,,false
black-belt,Black Belt,https://cdn.pokedb.org/3154a25d36c7b91b9b3fef6fbb06d5b8461a2ea7b93bc8a6b730c88f0053701f,https://cdn.pokedb.org/3154a25d36c7b91b9b3fef6fbb06d5b8461a2ea7b93bc8a6b730c88f0053701fw20h20,held-items,2,false,true,false,A held item that boosts the power of Fighting-type moves.,Formatted as Blackbelt in Generation II.,false
black-flute,Black Flute,https://cdn.pokedb.org/e7249806d785760ec3aba042be3046c6c8c51f1f4b9bb4bbf84d5c1930828354,https://cdn.pokedb.org/e7249806d785760ec3aba042be3046c6c8c51f1f4b9bb4bbf84d5c1930828354w20h20,misc-items,3,false,true,true,A flute made from black glass that alters wild Pokémon encounters when used.,,false
black-glasses,Black Glasses,https://cdn.pokedb.org/50234b729a8149be71f490f9604b1bacf732b4b793ba3cc95f48cdb4343ee435,https://cdn.pokedb.org/50234b729a8149be71f490f9604b1bacf732b4b793ba3cc95f48cdb4343ee435w20h20,held-items,2,false,true,false,A pair of shady-looking glasses that boost the power of Dark-type moves when held.,Formatted as BlackGlasses prior to Generation VI,false
black-mane-hair,Black Mane Hair,https://cdn.pokedb.org/2bbfc6b00dfb6916d300256d3ceb2515d16d63a5bab093ab559fc25706a797dc,https://cdn.pokedb.org/2bbfc6b00dfb6916d300256d3ceb2515d16d63a5bab093ab559fc25706a797dcw20h20,key-items,8,false,false,false,"Mane hair that belonged to Spectrier, used with a Radiant Petal to create the Reins of Unity.",,false
black-sludge,Black Sludge,https://cdn.pokedb.org/287d31ffb9a6fcef7d1b612be2776db0cadc34d94315cd27b1c341f7c7b71cdd,https://cdn.pokedb.org/287d31ffb9a6fcef7d1b612be2776db0cadc34d94315cd27b1c341f7c7b71cddw20h20,held-items,4,false,true,false,A held item that restores HP to Poison-type Pokémon each turn but damages all other types.,,false
black-tumblestone,Black Tumblestone,,,misc-items,8,true,false,false,"A mysterious black stone used as a crafting material to forge Heavy, Leaden, and Gigaton Balls.",,false
blank-plate,Blank Plate,https://cdn.pokedb.org/15c516d3cc44eab0300cc6a86e5562bdc53e9234bc88a2ec12fc703341434349,https://cdn.pokedb.org/15c516d3cc44eab0300cc6a86e5562bdc53e9234bc88a2ec12fc703341434349w20h20,key-items,8,false,,true,A stone tablet imbued with the essence of normalcy that allows a certain Pokémon to gain the power of the Normal type.,"Can be read; engraved with: ""Three beings whose power can hold both time and space fixed.""",false
blastoisinite,Blastoisinite,https://cdn.pokedb.org/ccba2739d66b8c387441fc864d27a04aea76d4fefdf38a3f313a26297adab66b,https://cdn.pokedb.org/ccba2739d66b8c387441fc864d27a04aea76d4fefdf38a3f313a26297adab66bw20h20,mega-stones,6,false,true,false,A Mega Stone that allows Blastoise to Mega Evolve into Mega Blastoise when held.,,true
blazikenite,Blazikenite,https://cdn.pokedb.org/5c05f2bffb00b6126ea4e9667db3099dc92ca877410ee6e115f5545096542f15,https://cdn.pokedb.org/5c05f2bffb00b6126ea4e9667db3099dc92ca877410ee6e115f5545096542f15w20h20,mega-stones,6,false,true,true,A Mega Stone that allows Blaziken to Mega Evolve into Mega Blaziken when held.,Unaffected by item-negating effects; cannot be removed or transferred while held by Blaziken.,true
blitzle-mane-hair,Blitzle Mane Hair,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Blitzle or Zebstrika that can be used to craft TMs at the TM Machine.,,false
bloom-mail,Bloom Mail,https://cdn.pokedb.org/c4e312014c1867e13275e4670f38ff8058c45618723df522a7671101633c98f4,https://cdn.pokedb.org/c4e312014c1867e13275e4670f38ff8058c45618723df522a7671101633c98f4w20h20,mail,4,false,true,false,Stationery featuring a print of pretty floral patterns that can hold a written message when carried by a Pokémon.,Exclusive to Generation IV games.,false
blue-apricorn,Blue Apricorn,https://cdn.pokedb.org/7e595b412f27bfc6d91e8b9c04b7037a4ab7a9962c87d93b8f11d6f39dbd8afb,https://cdn.pokedb.org/7e595b412f27bfc6d91e8b9c04b7037a4ab7a9962c87d93b8f11d6f39dbd8afbw20h20,apricorns,2,true,,true,A blue fruit used to craft Lure Balls or blend into Aprijuice.,,false
blue-bottle,Blue Bottle,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A decorative bottle used during picnics with no practical effect beyond aesthetics.,,false
blue-canari-plush-lv-1,Blue Canari Plush Lv. 1,,,key-items,9,false,,false,A plush doll of Canari that slightly increases the chance of catching Pokémon.,,false
blue-canari-plush-lv-2,Blue Canari Plush Lv. 2,,,key-items,9,false,,false,A plush doll of Canari that increases the chance of catching Pokémon.,,false
blue-canari-plush-lv-3,Blue Canari Plush Lv. 3,,,key-items,9,false,,false,A plush doll of Canari that greatly increases the chance of catching Pokémon.,,false
blue-card,Blue Card,https://cdn.pokedb.org/4a932f550a507ebb25668b98571b9f39a6d95c6c69680650d8bdbb1e47eda66e,https://cdn.pokedb.org/4a932f550a507ebb25668b98571b9f39a6d95c6c69680650d8bdbb1e47eda66ew20h20,key-items,2,false,false,false,A card used to save points earned from Buena's Password radio show.,,false
blue-chairs,Blue Chairs,,,picnic-items,9,false,false,false,"A set of chairs inspired by the Blue Tablecloth, used to decorate the player's picnic.",,false
blue-cup,Blue Cup,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A decorative picnic item used to customize the appearance of the player's picnic.,,false
blue-dish,Blue Dish,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,A decorative dish used during picnics with no practical effect.,Currently unobtainable.,false
blue-flag-pick,Blue-Flag Pick,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,,,true,A picnic pick that flies a blue flag and is used to complete a sandwich during a picnic.,,
blue-flute,Blue Flute,https://cdn.pokedb.org/6e6b77b70e9e2d7cf1fd0887f0b5853e5becb193daacccc0fcc65cc58660ba79,https://cdn.pokedb.org/6e6b77b70e9e2d7cf1fd0887f0b5853e5becb193daacccc0fcc65cc58660ba79w20h20,medicine,3,true,false,true,A blue glass flute that awakens sleeping Pokémon.,Serves no practical purpose in Generation V and Pokémon X and Y other than being sold.,true
blue-orb,Blue Orb,https://cdn.pokedb.org/9fe36c6907c5f9c87a5350c06b281241b788a994e9722d552c1022486ad1aa96,https://cdn.pokedb.org/9fe36c6907c5f9c87a5350c06b281241b788a994e9722d552c1022486ad1aa96w20h20,key-items,3,false,true,false,A legendary blue orb associated with Kyogre that can trigger its Primal Reversion.,Functions as a Key Item in earlier generations and as a held item for Kyogre starting in Generation VI.,true
