item_identifier,version_identifier,item_acquisition_type_identifier,item_acquisition_subtype_identifier,location_area_identifier,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,pokemon_currency_identifier,required_badge,unlock_condition,notes
bean-cake,legends-arceus,npc-gift,,jubilife-village,"Reward for completing Request 53: ""Octillery's Ink""",false,false,true,5,,,,,,
bean-cake,legends-arceus,crafting,recipe,,Crafting using 1 Plump Beans and 1 Cake-Lure Base,true,false,true,,,,,,,
beedrillite,alpha-sapphire,overworld,visible,sea-mauville,Storage Room,false,false,true,,,,,,,
beedrillite,legends-za,story,,,Defeat the Rogue Mega Beedrill in Main Mission 16,false,false,true,,,,,,Main Mission 16: A Rogue Mega Beedrill,
beedrillite,lets-go-eevee,overworld,visible,indigo-plateau,,false,false,true,,,,,,,
beedrillite,lets-go-pikachu,overworld,visible,indigo-plateau,,false,false,true,,,,,,,
beedrillite,omega-ruby,overworld,visible,sea-mauville,Storage Room,false,false,true,,,,,,,
beedrillite,ultra-moon,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
beedrillite,ultra-sun,exchange,,battle-tree,,true,false,true,,,64,battle-points,,,
berry-gen2,gold,overworld,visible,route-30-johto,,false,false,true,,,,,,,
berry-pots,heartgold,npc-gift,,route-36-johto,From Floria after catching or defeating Sudowoodo,false,false,true,,,,,,After encountering Sudowoodo on Route 36,
berry-pots,soulsilver,npc-gift,,route-36-johto,From Floria after catching or defeating Sudowoodo,false,false,true,,,,,,After encountering Sudowoodo on Route 36,
berry-pouch,firered,story,,route-03-kanto,Automatically obtained upon acquiring the first Berry,false,false,true,,,,,,,
berry-pouch,leafgreen,story,,route-03-kanto,Automatically obtained upon acquiring the first Berry,false,false,true,,,,,,,
berry-sweet,scarlet,crafting,item-printer,,Item Printer,true,false,false,,,,,,The Indigo Disk,
berry-sweet,scarlet,overworld,visible,,"Coastal Biome, Polar Biome, Savanna Biome",false,false,true,,,,,,The Indigo Disk,
berry-sweet,shield,npc-gift,,,Battle Café,true,false,true,,,,,,,
berry-sweet,shield,dropped,,,Wild Area News event,true,false,false,,,,,,"During Wild Area News January 30 - February 16, 2020",Dropped by Gigantamax Factor Milcery
berry-sweet,shield,shop,watt-trader,snowslide-slope,Snowslide Slope Watt Trader (Highlight Item),true,false,true,,,7980,watts,,The Crown Tundra,
berry-sweet,shield,crafting,cram-o-matic,,Cram-o-matic,true,false,false,,,,,,Isle of Armor; Fairy type recipe 92–100 points,
berry-sweet,sword,dropped,,,Wild Area News event,true,false,false,,,,,,"During Wild Area News January 30 - February 16, 2020",Dropped by Gigantamax Factor Milcery
berry-sweet,sword,npc-gift,,,Battle Café,true,false,true,,,,,,,
berry-sweet,sword,crafting,cram-o-matic,,Cram-o-matic,true,false,false,,,,,,Isle of Armor; Fairy type recipe 92–100 points,
berry-sweet,sword,shop,watt-trader,snowslide-slope,Snowslide Slope Watt Trader (Highlight Item),true,false,true,,,7980,watts,,The Crown Tundra,
berry-sweet,violet,overworld,visible,,"Coastal Biome, Polar Biome, Savanna Biome",false,false,true,,,,,,The Indigo Disk,
berry-sweet,violet,crafting,item-printer,,Item Printer,true,false,false,,,,,,The Indigo Disk,
berserk-gene,crystal,overworld,visible,cerulean-city,Former Cerulean Cave entrance,false,false,true,,,,,,,
berserk-gene,gold,overworld,visible,cerulean-city,Former Cerulean Cave entrance,false,false,true,,,,,,,
berserk-gene,silver,overworld,visible,cerulean-city,Former Cerulean Cave entrance,false,false,true,,,,,,,
bicycle,diamond,npc-gift,,eterna-city,Rad Rickshaw's Cycle Shop,false,false,true,,,,,,After saving Rad Rickshaw from Team Galactic,
bicycle,gold,npc-gift,,goldenrod-city,Bike Shop owner,false,false,true,,,,,,,
bicycle,red,exchange,,cerulean-city,Bike Shop (exchange for Bike Voucher),false,false,true,,,,,,,
big-bamboo-shoot,scarlet,overworld,sparkling,north-province-area-two,,true,false,true,,,,,,,
big-bamboo-shoot,scarlet,tournament,,,"Ogre Oustin' (Easy, Normal)",true,false,false,,,,,,The Teal Mask,
big-bamboo-shoot,scarlet,crafting,item-printer,,Item Printer,true,false,false,,,,,,The Indigo Disk,
big-bamboo-shoot,violet,tournament,,,"Ogre Oustin' (Easy, Normal)",true,false,false,,,,,,The Teal Mask,
big-bamboo-shoot,violet,overworld,sparkling,north-province-area-two,,true,false,true,,,,,,,
big-bamboo-shoot,violet,crafting,item-printer,,Item Printer,true,false,false,,,,,,The Indigo Disk,
big-malasada,moon,overworld,visible,aether-paradise,,false,false,true,,,,,,,
big-malasada,sun,npc-gift,,hauoli-city,,true,false,true,1,,,,,,One per day per location
big-malasada,sun,overworld,visible,aether-paradise,,false,false,true,,,,,,,
big-malasada,sword,npc-gift,,,,true,false,false,,,,,,,
big-malasada,ultra-moon,overworld,visible,royal-avenue,,false,false,true,,,,,,,
big-malasada,ultra-sun,overworld,visible,ancient-poni-path,,false,false,true,,,,,,,
big-root,black,overworld,visible,pinwheel-forest,,false,false,true,,,,,,,
big-root,diamond,overworld,visible,route-214-sinnoh,,false,false,true,,,,,,,
big-root,heartgold,overworld,visible,route-03-kanto,,false,false,true,,,,,,,
big-root,scarlet,shop,specialty-shop,cascarrafa,Delibird Presents,true,false,true,,,10000,pokedollars,,,
bike-voucher,blue,npc-gift,,vermilion-city,Pokémon Fan Club Chairman,false,false,true,,,,,,,
bike-voucher,firered,npc-gift,,vermilion-city,Pokémon Fan Club Chairman,false,false,true,,,,,,,
bike-voucher,green,npc-gift,,vermilion-city,Pokémon Fan Club Chairman,false,false,true,,,,,,,
bike-voucher,leafgreen,npc-gift,,vermilion-city,Pokémon Fan Club Chairman,false,false,true,,,,,,,
bike-voucher,red,npc-gift,,vermilion-city,Pokémon Fan Club Chairman,false,false,true,,,,,,,
bike-voucher,yellow,npc-gift,,vermilion-city,Pokémon Fan Club Chairman,false,false,true,,,,,,,
binding-band,black,exchange,,,Battle Subway,true,false,true,,,48,battle-points,,,
binding-band,white,exchange,,,Battle Subway,true,false,true,,,48,battle-points,,,
bitter-berry,gold,wild-pokemon,,,Held by various wild Pokémon,true,false,false,,,,,,,"Includes many species such as Bulbasaur, Charmander, Squirtle, Eevee, and others."
bitter-berry,silver,berry-tree,,route-31-johto,,true,false,false,,,,,,,
bitter-herba-mystica,scarlet,tera-raid,tera-raid-5star,,Tera Raid Battles,true,false,false,,,,,,,
bitter-herba-mystica,the-indigo-disk,npc-defeat,,league-club-room,Reward for defeating Tyme,false,false,true,3,,,,,,
bitter-herba-mystica,the-teal-mask,story,,revelers-road,Reward for showing all 19 tablecloths to a picnicker,false,false,true,2,,,,,,
bitter-herba-mystica,the-teal-mask,tournament,,,Ogre Oustin' (Hard difficulty),true,false,false,,,,,,,
bitter-herba-mystica,violet,tera-raid,tera-raid-5star,,Tera Raid Battles,true,false,false,,,,,,,
black-apricorn,crystal,harvest,,route-37-johto,,true,false,true,,,,,,,
black-apricorn,gold,harvest,,route-37-johto,,true,false,true,,,,,,,
black-apricorn,silver,harvest,,route-37-johto,,true,false,true,,,,,,,
black-augurite,legends-arceus,request,,jubilife-village,"Reward for completing Request 68: ""A Nosepass to Guide the Way""",false,false,true,,,,,,,
black-augurite,legends-arceus,shop,vendor,jubilife-village,"Ginkgo Guild cart (Ginter, sold as ""Jet-Black Rock"")",true,false,false,,,,pokedollars,,Random daily stock,
black-augurite,legends-arceus,harvest,,,Found by Ursaluna,true,false,false,,,,,,,
black-augurite,legends-arceus,dropped,,,Space-time distortions,true,false,false,,,,,,,
black-augurite,legends-za,dropped,,hyperspace-zone-4-star,Destroy Floating Poké Ball in 4★ and 5★ Hyperspace Zones with Item Power: Special,true,false,false,,,,,,,
black-augurite,legends-za,dropped,,hyperspace-zone-5-star,Destroy Floating Poké Ball in 4★ and 5★ Hyperspace Zones with Item Power: Special,true,false,false,,,,,,,
black-belt,gold,overworld,visible,lake-of-rage,,false,false,true,,,,,,,
black-belt,silver,overworld,visible,lake-of-rage,,false,false,true,,,,,,,
black-flute,black,npc-gift,,unova-route-13,Treasure hunter,true,false,false,,,,,,,
black-flute,diamond,overworld,visible,mount-coronet,,false,false,true,,,,,,Platinum only,
black-flute,heartgold,overworld,visible,dark-cave,,false,false,true,,,,,,,
black-flute,omega-ruby,exchange,,hoenn-route-113,Glass Workshop (1000 grams),true,false,true,,,1000,,,,
black-flute,ruby,walking-pokemon,,hoenn-route-113,Glass Workshop (1000 steps),true,false,true,,,,,,,
black-mane-hair,shield,story,,freezington,Obtained upon defeating Spectrier after planting Carrot Seeds in the Old Cemetery,false,false,true,,,,,,If the player chose to plant the Carrot Seeds in the Old Cemetery,The Crown Tundra
black-mane-hair,sword,story,,freezington,Obtained upon defeating Spectrier after planting Carrot Seeds in the Old Cemetery,false,false,true,,,,,,If the player chose to plant the Carrot Seeds in the Old Cemetery,The Crown Tundra
black-tumblestone,legends-arceus,request,,,Mirelands or Bogbound Camp,false,false,true,30,,,,,"Reward for completing Request 97: ""Massive Mass Outbreak in the Mirelands""",
black-tumblestone,legends-arceus,mining,,,"Black ore deposits (Obsidian Fieldlands, Crimson Mirelands, Cobalt Coastlands, Coronet Highlands, Alabaster Icelands)",true,false,false,,,,,,,
black-tumblestone,legends-arceus,crafting,craftworks,,,true,false,true,,,,,,,
black-tumblestone,legends-arceus,harvest,,,Sometimes found by Ursaluna,true,false,false,,,,,,,
blank-plate,legends-arceus,story,,snowpoint-temple,"Reward for catching Regigigas at the end of Mission 24: ""The Plate of Snowpoint Temple""",false,false,true,,,,,,Complete Mission 24 and catch Regigigas,
blastoisinite,alpha-sapphire,overworld,visible,ss-tidal,,false,false,true,,,,,,,
blastoisinite,legends-za,shop,specialty-shop,stone-emporium,,true,false,true,,,100000,pokedollars,,"After completing Main Mission 09: ""Chase That Mysterious Pokémon!""",
blastoisinite,omega-ruby,overworld,visible,ss-tidal,,false,false,true,,,,,,,
blastoisinite,x,npc-gift,,pokemon-research-lab-kalos,If Squirtle is chosen,false,false,true,,,,,,,
blastoisinite,y,shop,specialty-shop,stone-emporium,If Squirtle is not chosen,true,false,true,,,,pokedollars,,,
blazikenite,alpha-sapphire,overworld,visible,hoenn-route-120,If first partner Pokémon was Torchic,false,false,true,,,,,,,
blazikenite,omega-ruby,overworld,visible,hoenn-route-120,If first partner Pokémon was Torchic,false,false,true,,,,,,,
blazikenite,ultra-moon,exchange,,battle-tree,Battle Tree,true,false,true,,,64,battle-points,,,
blazikenite,ultra-sun,exchange,,battle-tree,Battle Tree,true,false,true,,,64,battle-points,,,
blazikenite,x,event,,,,false,false,true,,,,,,,
blazikenite,y,event,,,,false,false,true,,,,,,,
bloom-mail,diamond,shop,poke-mart,floaroma-town,Floaroma Town Poké Mart,true,false,true,,,50,pokedollars,,,
bloom-mail,heartgold,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,50,pokedollars,,,
bloom-mail,heartgold,shop,poke-mart,azalea-town,Azalea Town Poké Mart,true,false,true,,,50,pokedollars,,,
bloom-mail,pearl,shop,poke-mart,floaroma-town,Floaroma Town Poké Mart,true,false,true,,,50,pokedollars,,,
bloom-mail,platinum,shop,poke-mart,floaroma-town,Floaroma Town Poké Mart,true,false,true,,,50,pokedollars,,,
bloom-mail,soulsilver,shop,poke-mart,azalea-town,Azalea Town Poké Mart,true,false,true,,,50,pokedollars,,,
bloom-mail,soulsilver,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,50,pokedollars,,,
blue-apricorn,crystal,berry-tree,,route-37-johto,,true,false,true,,,,,,,
blue-apricorn,gold,berry-tree,,route-37-johto,,true,false,true,,,,,,,
blue-apricorn,shield,berry-tree,,giants-foot,Crown Tundra,true,false,false,,,,,,Requires The Crown Tundra,
blue-apricorn,silver,berry-tree,,route-37-johto,,true,false,true,,,,,,,
blue-apricorn,sword,berry-tree,,fields-of-honor,Isle of Armor,true,false,false,,,,,,Requires The Isle of Armor,
blue-bottle,scarlet,shop,specialty-shop,cascarrafa,Picnic-Knacks (Cascarrafa Branch),true,false,true,,,2000,pokedollars,,,
blue-bottle,violet,shop,specialty-shop,cascarrafa,Picnic-Knacks (Cascarrafa Branch),true,false,true,,,2000,pokedollars,,,
blue-canari-plush-lv-1,legends-za,exchange,craftworks,racine-construction,Colorful Screw Exchange,true,false,true,,,3,colorful-screws,,,Requires Colorful Screws
blue-canari-plush-lv-2,legends-za,exchange,craftworks,racine-construction,Colorful Screw Exchange,true,false,true,,,5,colorful-screws,,,Requires Colorful Screws
blue-canari-plush-lv-3,legends-za,exchange,craftworks,racine-construction,Colorful Screw Exchange,true,false,true,,,8,colorful-screws,,,Requires Colorful Screws
blue-card,crystal,npc-gift,,goldenrod-radio-tower,"2F, from Buena",false,false,true,,,,,,,
blue-card,heartgold,npc-gift,,goldenrod-radio-tower,"2F, from Buena",false,false,true,,,,,,,
blue-card,soulsilver,npc-gift,,goldenrod-radio-tower,"2F, from Buena",false,false,true,,,,,,,
blue-chairs,the-teal-mask,npc-gift,,revelers-road,Picnicker,false,false,true,,,,,,If the player owns the Blue Tablecloth,
blue-cup,scarlet,shop,specialty-shop,cascarrafa,Picnic-Knacks (Cascarrafa Branch),true,false,true,,,1500,pokedollars,,,
blue-cup,violet,shop,specialty-shop,cascarrafa,Picnic-Knacks (Cascarrafa Branch),true,false,true,,,1500,pokedollars,,,
blue-flag-pick,scarlet,vending-machine,,,Vending machines (Terarium),true,false,true,,,120,pokedollars,,,
blue-flag-pick,scarlet,shop,vendor,,Artisan Bakery,true,false,true,,,120,pokedollars,,,
blue-flag-pick,scarlet,shop,vendor,,Peachy's,true,false,true,,,120,pokedollars,,After earning 1 Badge,
blue-flag-pick,violet,vending-machine,,,Vending machines (Terarium),true,false,true,,,120,pokedollars,,,
blue-flag-pick,violet,shop,vendor,,Artisan Bakery,true,false,true,,,120,pokedollars,,,
blue-flag-pick,violet,shop,vendor,,Peachy's,true,false,true,,,120,pokedollars,,After earning 1 Badge,
blue-flute,black,overworld,recurring,unova-route-13,Treasure Hunter,true,false,false,,,,,,,
blue-flute,heartgold,overworld,visible,viridian-forest,,false,false,true,,,,,,,
blue-flute,ruby,overworld,recurring,hoenn-route-113,Glass Workshop (250 steps),true,false,true,,,,,,,
blue-orb,alpha-sapphire,npc-gift,,sootopolis-city,Archie after battling Kyogre,false,false,true,,,,,,,
blue-orb,heartgold,npc-gift,,route-30-johto,Mr. Pokémon,false,false,true,,,,,,After defeating Red and obtaining the National Pokédex and a Kanto starter,
blue-orb,moon,shop,specialty-shop,hauoli-city,Antiquities of the Ages,false,false,true,,,10000,pokedollars,,,
blue-orb,omega-ruby,story,,mt-pyre,Summit after defeating Courtney,false,false,true,,,,,,,
blue-orb,sapphire,story,,mt-pyre,Summit after confronting Team Aqua,false,false,true,,,,,,,
blue-orb,sun,shop,specialty-shop,hauoli-city,Antiquities of the Ages,false,false,true,,,10000,pokedollars,,,
blue-petal,ultra-moon,story,,lush-jungle,"During Mina's trial, after defeating Lana",false,false,true,,,,,,,
blue-petal,ultra-sun,story,,lush-jungle,"During Mina's trial, after defeating Mallow",false,false,true,,,,,,,
blue-poke-ball-pick,scarlet,shop,vendor,,Artisan Bakery,true,false,true,,,200,pokedollars,,,
blue-poke-ball-pick,the-indigo-disk,vending-machine,,terarium,Vending machines,true,false,true,,,200,pokedollars,,,
blue-poke-ball-pick,the-teal-mask,shop,vendor,,Peachy's,true,false,true,,,200,pokedollars,,,
blue-poke-ball-pick,violet,shop,vendor,,Artisan Bakery,true,false,true,,,200,pokedollars,,,
blue-scarf,diamond,npc-gift,,pastoria-city,Scarf Guy,false,false,true,,,,,,Show a Pokémon with Beauty of 200 or more,
blue-scarf,emerald,npc-gift,,slateport-city,Pokémon Fan Club chairman,false,false,true,,,,,,Show a Pokémon with Beauty of 200 or more,
blue-scarf,pearl,npc-gift,,pastoria-city,Scarf Guy,false,false,true,,,,,,Show a Pokémon with Beauty of 200 or more,
blue-scarf,platinum,npc-gift,,pastoria-city,Scarf Guy,false,false,true,,,,,,Show a Pokémon with Beauty of 200 or more,
blue-scarf,ruby,npc-gift,,slateport-city,Pokémon Fan Club chairman,false,false,true,,,,,,Show a Pokémon with Beauty of 200 or more,
blue-scarf,sapphire,npc-gift,,slateport-city,Pokémon Fan Club chairman,false,false,true,,,,,,Show a Pokémon with Beauty of 200 or more,
blue-sky-flower-pick,scarlet,shop,specialty-shop,,Artisan Bakery,true,false,true,,,1000,pokedollars,,,
blue-sky-flower-pick,violet,shop,specialty-shop,,Artisan Bakery,true,false,true,,,1000,pokedollars,,,
blue-tablecloth,scarlet,shop,specialty-shop,levincia,Picnic-Knacks (Levincia Branch),true,false,true,,,5000,pokedollars,,,
blue-tablecloth,violet,shop,specialty-shop,levincia,Picnic-Knacks (Levincia Branch),true,false,true,,,5000,pokedollars,,,
blueberry-chairs,scarlet,npc-gift,,revelers-road,Picnicker,false,false,true,,,,,,If the player owns the Blueberry Tablecloth,Available in The Indigo Disk
blueberry-chairs,violet,npc-gift,,revelers-road,Picnicker,false,false,true,,,,,,If the player owns the Blueberry Tablecloth,Available in The Indigo Disk
blueberry-tablecloth,scarlet,vending-machine,,terarium,,true,false,true,,,1000,pokedollars,,,
blueberry-tablecloth,violet,vending-machine,,terarium,,true,false,true,,,1000,pokedollars,,,
bluesky-mail,crystal,event,,pokecom-center,"Hard ""Pokémon Character Maze"" prize",false,false,true,3,,,,,Available via the Mobile System GB service (Japanese version only),
