item_identifier,version_identifier,price_type,amount,pokemon_currency_identifier,notes
calm-mint,scarlet-violet,sell,5000,pokedollars,
calm-mint,sword-shield,sell,10,pokedollars,
canari-bread,legends-za,sell,325,pokedollars,
canari-bread,legends-za,buy,1300,pokedollars,
candy-truffle,legends-arceus,buy,600,pokedollars,
candy-truffle,legends-arceus,sell,150,pokedollars,
carbos,red-blue,buy,9800,pokedollars,
carbos,red-blue,sell,4900,pokedollars,
carbos,scarlet-violet,sell,2500,pokedollars,
carbos,scarlet-violet,buy,10000,pokedollars,
carbos,sun-moon,buy,10000,pokedollars,
carbos,sun-moon,sell,5000,pokedollars,
carbos,ultra-sun-ultra-moon,buy,10000,pokedollars,
carbos,ultra-sun-ultra-moon,sell,5000,pokedollars,
carbos,yellow,buy,9800,pokedollars,
carbos,yellow,sell,4900,pokedollars,
careful-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
careful-mint,legends-arceus,sell,500,pokedollars,
careful-mint,scarlet-violet,buy,20000,pokedollars,
careful-mint,scarlet-violet,sell,5000,pokedollars,
careful-mint,sword-shield,sell,10,pokedollars,
casteliacone,black-2-white-2,sell,50,pokedollars,
casteliacone,black-2-white-2,buy,100,pokedollars,
casteliacone,black-white,buy,100,pokedollars,
casteliacone,black-white,sell,50,pokedollars,
casteliacone,omega-ruby-alpha-sapphire,sell,50,pokedollars,Cannot be purchased normally
casteliacone,sun-moon,sell,175,pokedollars,Cannot be purchased
casteliacone,ultra-sun-ultra-moon,sell,175,pokedollars,Cannot be purchased
casteliacone,x-y,sell,50,pokedollars,Cannot be purchased
caster-fern,legends-arceus,buy,140,pokedollars,
caster-fern,legends-arceus,sell,35,pokedollars,
cell-battery,black-white,sell,100,pokedollars,
cell-battery,omega-ruby-alpha-sapphire,sell,100,pokedollars,
cell-battery,scarlet-violet,buy,5000,pokedollars,
cell-battery,scarlet-violet,sell,1250,pokedollars,
cell-battery,sun-moon,sell,2000,pokedollars,
cell-battery,sword-shield,sell,2000,pokedollars,
cell-battery,x-y,sell,100,pokedollars,
chalky-stone,lets-go-pikachu-lets-go-eevee,sell,30,pokedollars,
charcoal,crystal,buy,9800,pokedollars,
charcoal,crystal,sell,4900,pokedollars,
charcoal,gold-silver,buy,9800,pokedollars,
charcoal,gold-silver,sell,4900,pokedollars,
charcoal,scarlet-violet,sell,750,pokedollars,
charcoal,scarlet-violet,buy,3000,pokedollars,
charcoal,sun-moon,sell,500,pokedollars,
charcoal,sword-shield,buy,3000,pokedollars,
charcoal,sword-shield,sell,500,pokedollars,
charcoal,ultra-sun-ultra-moon,sell,500,pokedollars,
charizardite-x,legends-za,buy,100000,pokedollars,
charizardite-x,x-y,buy,10000,pokedollars,"Price can range up to 1,000,000"
charizardite-y,legends-za,buy,100000,pokedollars,
charizardite-y,y,buy,10000,pokedollars,"Variable price up to 1,000,000"
charti-berry,black-2-white-2,sell,10,pokedollars,
charti-berry,black-white,sell,10,pokedollars,
charti-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
charti-berry,diamond-pearl,sell,10,pokedollars,
charti-berry,heartgold-soulsilver,sell,10,pokedollars,
charti-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
charti-berry,platinum,sell,10,pokedollars,
charti-berry,scarlet-violet,sell,20,pokedollars,
charti-berry,sun-moon,sell,10,pokedollars,
charti-berry,sword-shield,sell,40,pokedollars,
charti-berry,ultra-sun-ultra-moon,sell,10,pokedollars,
charti-berry,x-y,sell,10,pokedollars,
cheese,scarlet-violet,buy,120,pokedollars,
cheese,scarlet-violet,sell,30,pokedollars,
cheri-berry,brilliant-diamond-shining-pearl,buy,80,pokedollars,
cheri-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
cheri-berry,legends-arceus,buy,120,pokedollars,
cheri-berry,legends-arceus,sell,30,pokedollars,
cheri-berry,sword-shield,sell,40,pokedollars,
cheri-berry,sword-shield,buy,80,pokedollars,
cherry-tomatoes,scarlet-violet,sell,30,pokedollars,
cherry-tomatoes,scarlet-violet,buy,120,pokedollars,
chesto-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
chesto-berry,brilliant-diamond-shining-pearl,buy,80,pokedollars,
chesto-berry,legends-arceus,buy,120,pokedollars,
chesto-berry,legends-arceus,sell,30,pokedollars,
chesto-berry,scarlet-violet,sell,20,pokedollars,
chesto-berry,sword-shield,buy,80,pokedollars,
chesto-berry,sword-shield,sell,40,pokedollars,
chilan-berry,black-2-white-2,sell,10,pokedollars,
chilan-berry,black-white,sell,10,pokedollars,
chilan-berry,diamond-pearl,sell,10,pokedollars,
chilan-berry,heartgold-soulsilver,sell,10,pokedollars,
chilan-berry,platinum,sell,10,pokedollars,
chilan-berry,scarlet-violet,sell,20,pokedollars,
chilan-berry,sword-shield,sell,40,pokedollars,
chili-sauce,scarlet-violet,sell,80,pokedollars,
chili-sauce,scarlet-violet,buy,320,pokedollars,
chill-drive,black-2-white-2,sell,500,pokedollars,
chill-drive,black-white,sell,500,pokedollars,
chill-drive,omega-ruby-alpha-sapphire,sell,500,pokedollars,
chill-drive,x-y,sell,500,pokedollars,
chipped-pot,scarlet-violet,sell,9500,pokedollars,
chipped-pot,sword-shield,buy,3000,pokedollars,
chipped-pot,sword-shield,sell,19000,pokedollars,
choice-band,ruby-sapphire,sell,50,pokedollars,
choice-band,scarlet-violet,buy,100000,pokedollars,
choice-band,scarlet-violet,sell,25000,pokedollars,
choice-band,sun-moon,sell,2000,pokedollars,
choice-dumpling,legends-arceus,sell,600,pokedollars,
choice-scarf,black-2-white-2,sell,100,pokedollars,
choice-scarf,black-white,sell,100,pokedollars,
choice-scarf,brilliant-diamond-shining-pearl,sell,100,pokedollars,
choice-scarf,diamond-pearl,sell,100,pokedollars,
choice-scarf,heartgold-soulsilver,sell,100,pokedollars,
choice-scarf,omega-ruby-alpha-sapphire,sell,100,pokedollars,
choice-scarf,platinum,sell,100,pokedollars,
choice-scarf,scarlet-violet,buy,100000,pokedollars,
choice-scarf,scarlet-violet,sell,25000,pokedollars,
choice-scarf,sun-moon,sell,2000,pokedollars,
choice-scarf,sword-shield,sell,2000,pokedollars,
choice-scarf,ultra-sun-ultra-moon,sell,2000,pokedollars,
choice-scarf,x-y,sell,100,pokedollars,
choice-specs,black-2-white-2,sell,100,pokedollars,
choice-specs,black-white,sell,100,pokedollars,
choice-specs,diamond-pearl,sell,100,pokedollars,
choice-specs,heartgold-soulsilver,sell,100,pokedollars,
choice-specs,omega-ruby-alpha-sapphire,sell,100,pokedollars,
choice-specs,platinum,sell,100,pokedollars,
choice-specs,scarlet-violet,buy,100000,pokedollars,
choice-specs,scarlet-violet,sell,25000,pokedollars,
choice-specs,sun-moon,sell,2000,pokedollars,
choice-specs,sword-shield,sell,2000,pokedollars,
choice-specs,ultra-sun-ultra-moon,sell,2000,pokedollars,
choice-specs,x-y,sell,100,pokedollars,
chople-berry,black-2-white-2,sell,10,pokedollars,Can sell for 20 to Gourmet Maniac on Route 5 in Gen V
chople-berry,black-white,sell,10,pokedollars,Can sell for 20 to Gourmet Maniac on Route 5 in Gen V
chople-berry,diamond-pearl,sell,10,pokedollars,
chople-berry,heartgold-soulsilver,sell,10,pokedollars,
chople-berry,platinum,sell,10,pokedollars,
chople-berry,scarlet-violet,sell,20,pokedollars,
chople-berry,sword-shield,sell,40,pokedollars,
chorizo,scarlet-violet,buy,150,pokedollars,
chorizo,scarlet-violet,sell,37,pokedollars,
claw-fossil,diamond-pearl,sell,500,pokedollars,
claw-fossil,platinum,sell,500,pokedollars,
claw-fossil,sun-moon,sell,3500,pokedollars,
claw-fossil,ultra-sun-ultra-moon,buy,7000,pokedollars,Ultra Sun only
claw-fossil,ultra-sun-ultra-moon,sell,3500,pokedollars,
cleanse-tag,black-2-white-2,sell,100,pokedollars,
cleanse-tag,black-white,sell,100,pokedollars,
cleanse-tag,crystal,sell,100,pokedollars,
cleanse-tag,diamond-pearl,sell,100,pokedollars,
cleanse-tag,emerald,sell,100,pokedollars,
cleanse-tag,firered-leafgreen,sell,100,pokedollars,
cleanse-tag,gold-silver,sell,100,pokedollars,
cleanse-tag,heartgold-soulsilver,sell,100,pokedollars,
cleanse-tag,omega-ruby-alpha-sapphire,sell,100,pokedollars,
cleanse-tag,platinum,sell,100,pokedollars,
cleanse-tag,ruby-sapphire,sell,100,pokedollars,
cleanse-tag,scarlet-violet,sell,1250,pokedollars,
cleanse-tag,sun-moon,sell,2500,pokedollars,
cleanse-tag,sword-shield,sell,2500,pokedollars,
cleanse-tag,ultra-sun-ultra-moon,sell,2500,pokedollars,
cleanse-tag,x-y,sell,100,pokedollars,
clear-amulet,scarlet-violet,buy,30000,pokedollars,
clear-amulet,scarlet-violet,sell,7500,pokedollars,
clever-feather,black-2-white-2,sell,1500,pokedollars,
clever-feather,black-white,sell,1500,pokedollars,
clever-feather,omega-ruby-alpha-sapphire,sell,1500,pokedollars,
clever-feather,scarlet-violet,sell,75,pokedollars,
clever-feather,sun-moon,sell,150,pokedollars,
clever-feather,sword-shield,sell,150,pokedollars,
clever-feather,ultra-sun-ultra-moon,sell,150,pokedollars,
clever-feather,x-y,sell,1500,pokedollars,
clever-mochi,scarlet-violet,sell,125,pokedollars,
clover-sweet,scarlet-violet,sell,250,pokedollars,
clover-sweet,sword-shield,sell,250,pokedollars,
coba-berry,black-2-white-2,sell,10,pokedollars,Can be sold for $20 to the gourmet maniac on Route 5 in Generation V
coba-berry,diamond-pearl,sell,10,pokedollars,
coba-berry,heartgold-soulsilver,sell,10,pokedollars,
coba-berry,platinum,sell,10,pokedollars,
coba-berry,scarlet-violet,sell,20,pokedollars,
coba-berry,sword-shield,sell,40,pokedollars,
coconut-milk,sword-shield,buy,950,pokedollars,
coconut-milk,sword-shield,sell,475,pokedollars,
colbur-berry,black-2-white-2,sell,10,pokedollars,
colbur-berry,black-white,sell,10,pokedollars,
colbur-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
colbur-berry,diamond-pearl,sell,10,pokedollars,
colbur-berry,heartgold-soulsilver,sell,10,pokedollars,
colbur-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
colbur-berry,platinum,sell,10,pokedollars,
colbur-berry,scarlet-violet,sell,20,pokedollars,
colbur-berry,sun-moon,sell,10,pokedollars,
colbur-berry,sword-shield,sell,40,pokedollars,
colbur-berry,ultra-sun-ultra-moon,sell,10,pokedollars,
colbur-berry,x-y,sell,10,pokedollars,
comet-shard,black-2-white-2,sell,60000,pokedollars,Ore Maniac in Icirrus City
comet-shard,black-white,sell,60000,pokedollars,Ore Maniac in Icirrus City
comet-shard,omega-ruby-alpha-sapphire,sell,15000,pokedollars,
comet-shard,scarlet-violet,sell,12500,pokedollars,
comet-shard,sun-moon,sell,30000,pokedollars,
comet-shard,sword-shield,sell,30000,pokedollars,Valuable item buyer in Stow-on-Side
comet-shard,ultra-sun-ultra-moon,sell,30000,pokedollars,
comet-shard,x-y,sell,15000,pokedollars,
cornn-berry,black-white,sell,10,pokedollars,Can be sold to the gourmet maniac for 500 Pokédollars
cornn-berry,diamond-pearl,sell,10,pokedollars,
cornn-berry,emerald,sell,10,pokedollars,
cornn-berry,platinum,sell,10,pokedollars,
cornn-berry,ruby-sapphire,sell,10,pokedollars,
courage-candy,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
courage-candy-l,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
courage-candy-xl,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
cover-fossil,black-2-white-2,sell,500,pokedollars,
cover-fossil,black-white,sell,500,pokedollars,
cover-fossil,omega-ruby-alpha-sapphire,sell,500,pokedollars,
cover-fossil,scarlet-violet,buy,7000,pokedollars,
cover-fossil,sun-moon,sell,3500,pokedollars,
cover-fossil,ultra-sun-ultra-moon,sell,3500,pokedollars,
cover-fossil,x-y,sell,500,pokedollars,
covert-cloak,scarlet-violet,buy,20000,pokedollars,
covert-cloak,scarlet-violet,sell,5000,pokedollars,
cracked-pot,scarlet-violet,sell,400,pokedollars,
cracked-pot,sword-shield,buy,3000,pokedollars,
cracked-pot,sword-shield,sell,800,pokedollars,
cream-cheese,scarlet-violet,buy,280,pokedollars,
cream-cheese,scarlet-violet,sell,70,pokedollars,
crunchy-salt,legends-arceus,buy,200,pokedollars,
crunchy-salt,legends-arceus,sell,50,pokedollars,
cucumber,scarlet-violet,buy,130,pokedollars,
cucumber,scarlet-violet,sell,32,pokedollars,
curry-powder,scarlet-violet,sell,112,pokedollars,
curry-powder,scarlet-violet,buy,450,pokedollars,
custap-berry,black-2-white-2,sell,10,pokedollars,
custap-berry,black-white,sell,10,pokedollars,
custap-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
custap-berry,diamond-pearl,sell,10,pokedollars,
custap-berry,heartgold-soulsilver,sell,10,pokedollars,
custap-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
custap-berry,platinum,sell,10,pokedollars,
custap-berry,scarlet-violet,sell,20,pokedollars,
custap-berry,sword-shield,sell,40,pokedollars,
custap-berry,x-y,sell,10,pokedollars,
cyber-ball,scarlet-violet,buy,2000,pokedollars,
cyber-ball,scarlet-violet,sell,500,pokedollars,
damp-mulch,black-2-white-2,sell,100,pokedollars,Can be sold to the Mulch Maniac in Mistralton City for 1000 Pokédollars.
damp-mulch,black-2-white-2,buy,400,pokedollars,
damp-mulch,black-white,sell,100,pokedollars,
damp-mulch,diamond-pearl,buy,200,pokedollars,
damp-mulch,diamond-pearl,sell,100,pokedollars,
damp-mulch,heartgold-soulsilver,sell,100,pokedollars,
damp-mulch,heartgold-soulsilver,buy,200,pokedollars,
damp-mulch,omega-ruby-alpha-sapphire,sell,100,pokedollars,
damp-mulch,platinum,buy,200,pokedollars,
damp-mulch,platinum,sell,100,pokedollars,
damp-mulch,sun-moon,sell,100,pokedollars,
damp-mulch,ultra-sun-ultra-moon,sell,100,pokedollars,
damp-mulch,x-y,sell,100,pokedollars,
damp-rock,black-2-white-2,sell,100,pokedollars,
damp-rock,black-white,sell,100,pokedollars,
damp-rock,brilliant-diamond-shining-pearl,sell,100,pokedollars,
damp-rock,diamond-pearl,sell,100,pokedollars,
damp-rock,heartgold-soulsilver,sell,100,pokedollars,
damp-rock,omega-ruby-alpha-sapphire,sell,100,pokedollars,
damp-rock,platinum,sell,100,pokedollars,
damp-rock,scarlet-violet,buy,8000,pokedollars,
damp-rock,scarlet-violet,sell,2000,pokedollars,
damp-rock,sun-moon,sell,2000,pokedollars,
damp-rock,sword-shield,sell,2000,pokedollars,
damp-rock,ultra-sun-ultra-moon,sell,2000,pokedollars,
damp-rock,x-y,sell,100,pokedollars,
dark-gem,black-2-white-2,sell,100,pokedollars,
dark-gem,black-white,sell,100,pokedollars,
dark-gem,omega-ruby-alpha-sapphire,sell,100,pokedollars,
dark-gem,sun-moon,sell,100,pokedollars,
dark-gem,ultra-sun-ultra-moon,sell,100,pokedollars,
dark-gem,x-y,sell,100,pokedollars,
dark-memory,sun-moon,sell,500,pokedollars,
dark-memory,sword-shield,sell,500,pokedollars,
dark-memory,ultra-sun-ultra-moon,sell,500,pokedollars,
dark-tera-shard,scarlet-violet,sell,500,pokedollars,
data-card-01,heartgold-soulsilver,buy,500,pokeathlon-points,
dawn-stone,black-white,buy,10000,pokedollars,
dawn-stone,black-white,sell,1050,pokedollars,
dazzling-honey,legends-arceus,sell,50,pokedollars,
dazzling-honey,legends-arceus,buy,200,pokedollars,
deep-sea-scale,black-2-white-2,buy,2000,pokedollars,
deep-sea-scale,ruby-sapphire,sell,100,pokedollars,
deep-sea-scale,sun-moon,sell,1000,pokedollars,
deep-sea-tooth,black-2-white-2,buy,1000,pokedollars,
deep-sea-tooth,black-white,sell,100,pokedollars,
deep-sea-tooth,brilliant-diamond-shining-pearl,sell,100,pokedollars,
deep-sea-tooth,diamond-pearl,sell,100,pokedollars,
deep-sea-tooth,emerald,sell,100,pokedollars,
deep-sea-tooth,firered-leafgreen,sell,100,pokedollars,
deep-sea-tooth,heartgold-soulsilver,sell,100,pokedollars,
deep-sea-tooth,omega-ruby-alpha-sapphire,sell,100,pokedollars,
deep-sea-tooth,platinum,sell,100,pokedollars,
deep-sea-tooth,ruby-sapphire,sell,100,pokedollars,
deep-sea-tooth,sun-moon,sell,1000,pokedollars,
deep-sea-tooth,ultra-sun-ultra-moon,sell,1000,pokedollars,
deep-sea-tooth,x-y,sell,100,pokedollars,
destiny-knot,black-white,sell,100,pokedollars,
destiny-knot,brilliant-diamond-shining-pearl,sell,100,pokedollars,
destiny-knot,diamond-pearl,sell,100,pokedollars,
destiny-knot,scarlet-violet,buy,20000,pokedollars,
destiny-knot,scarlet-violet,sell,5000,pokedollars,
destiny-knot,sun-moon,sell,2000,pokedollars,
destiny-knot,sword-shield,sell,2000,pokedollars,
destiny-knot,x-y,sell,100,pokedollars,
diamond-bottle,scarlet-violet,buy,1000,pokedollars,
diamond-bottle,scarlet-violet,sell,250,pokedollars,
diamond-pattern-cup,scarlet-violet,buy,800,pokedollars,
diamond-pattern-cup,scarlet-violet,sell,200,pokedollars,
diamond-tablecloth,scarlet-violet,buy,1500,pokedollars,
diamond-tablecloth,scarlet-violet,sell,375,pokedollars,
dire-hit,legends-arceus,sell,400,pokedollars,Cannot be bought
dire-hit,red-blue,buy,650,pokedollars,
dire-hit,red-blue,sell,325,pokedollars,
dire-hit,scarlet-violet,sell,250,pokedollars,
dire-hit,scarlet-violet,buy,1000,pokedollars,
dire-hit,sun-moon,sell,500,pokedollars,
dire-hit,sun-moon,buy,1000,pokedollars,
dire-hit,ultra-sun-ultra-moon,buy,1000,pokedollars,
dire-hit,ultra-sun-ultra-moon,sell,500,pokedollars,
dire-hit,yellow,buy,650,pokedollars,
dire-hit,yellow,sell,325,pokedollars,
direshroom,legends-arceus,buy,480,pokedollars,
direshroom,legends-arceus,sell,120,pokedollars,
discount-coupon,omega-ruby-alpha-sapphire,sell,10,pokedollars,
discount-coupon,sun-moon,sell,10,pokedollars,
discount-coupon,ultra-sun-ultra-moon,sell,10,pokedollars,
discount-coupon,x-y,sell,10,pokedollars,
dive-ball,emerald,buy,1000,pokedollars,
dive-ball,emerald,sell,500,pokedollars,
dive-ball,firered-leafgreen,sell,500,pokedollars,Not purchasable
dive-ball,ruby-sapphire,buy,1000,pokedollars,
dive-ball,ruby-sapphire,sell,500,pokedollars,
dive-ball,scarlet-violet,sell,250,pokedollars,
dive-ball,scarlet-violet,buy,1000,pokedollars,
dome-fossil,diamond-pearl,sell,500,pokedollars,
dome-fossil,sun-moon,sell,3500,pokedollars,
dome-fossil,ultra-moon,buy,7000,pokedollars,
doppel-bonnets,legends-arceus,buy,480,pokedollars,
doppel-bonnets,legends-arceus,sell,120,pokedollars,
douse-drive,black-2-white-2,sell,500,pokedollars,
douse-drive,black-white,sell,500,pokedollars,
douse-drive,omega-ruby-alpha-sapphire,sell,500,pokedollars,
douse-drive,x-y,sell,500,pokedollars,
draco-plate,black-2-white-2,sell,500,pokedollars,
draco-plate,black-white,sell,500,pokedollars,
draco-plate,brilliant-diamond-shining-pearl,sell,500,pokedollars,
draco-plate,diamond-pearl,sell,500,pokedollars,
draco-plate,heartgold-soulsilver,sell,500,pokedollars,
draco-plate,omega-ruby-alpha-sapphire,sell,500,pokedollars,
draco-plate,platinum,sell,500,pokedollars,
draco-plate,sun-moon,sell,500,pokedollars,
draco-plate,ultra-sun-ultra-moon,sell,500,pokedollars,
draco-plate,x-y,sell,500,pokedollars,
dragon-fang,crystal,sell,50,pokedollars,
dragon-fang,gold-silver,sell,50,pokedollars,
dragon-fang,scarlet-violet,buy,3000,pokedollars,
dragon-fang,scarlet-violet,sell,750,pokedollars,
dragon-fang,sun-moon,sell,500,pokedollars,
dragon-fang,sword-shield,buy,3000,pokedollars,
dragon-fang,sword-shield,sell,500,pokedollars,
dragon-fang,ultra-sun-ultra-moon,sell,500,pokedollars,
dragon-gem,black-2-white-2,sell,100,pokedollars,
dragon-gem,black-white,sell,100,pokedollars,
dragon-gem,omega-ruby-alpha-sapphire,sell,100,pokedollars,
dragon-gem,sun-moon,sell,100,pokedollars,
dragon-gem,ultra-sun-ultra-moon,sell,100,pokedollars,
dragon-gem,x-y,sell,100,pokedollars,
dragon-memory,sun-moon,sell,500,pokedollars,
dragon-memory,sword-shield,sell,500,pokedollars,
dragon-memory,ultra-sun-ultra-moon,sell,500,pokedollars,
dragon-scale,black-2-white-2,buy,4000,pokedollars,
dragon-scale,black-2-white-2,sell,1050,pokedollars,
dragon-scale,black-white,sell,1050,pokedollars,
dragon-scale,diamond-pearl,sell,1050,pokedollars,
dragon-scale,gold-silver,sell,1050,pokedollars,
dragon-scale,ruby-sapphire,sell,1050,pokedollars,
dragon-scale,scarlet-violet,sell,1000,pokedollars,
dragon-scale,sun-moon,sell,1000,pokedollars,
dragon-scale,sword-shield,sell,1000,pokedollars,
dragon-tera-shard,scarlet-violet,sell,500,pokedollars,
dread-plate,diamond-pearl,sell,500,pokedollars,
dread-plate,platinum,sell,500,pokedollars,
dread-plate,sun-moon,buy,10000,pokedollars,
dread-plate,sun-moon,sell,500,pokedollars,
dread-plate,ultra-sun-ultra-moon,sell,500,pokedollars,
dread-plate,ultra-sun-ultra-moon,buy,10000,pokedollars,
dream-mail,emerald,sell,25,pokedollars,
dream-mail,firered,sell,25,pokedollars,
dream-mail,firered,buy,50,pokedollars,
dream-mail,leafgreen,sell,25,pokedollars,
