move_id,version_identifier,flavor_text
25,ultra-sun-ultra-moon,The target is attacked by a kick launched with muscle-packed power.
25,x-y,The target is attacked by a kick launched with muscle-packed power.
26,black-2-white-2,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,black-white,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,crystal,"May miss, damaging the user."
26,diamond-pearl,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,emerald,A strong jumping kick. May miss and hurt the kicker.
26,firered-leafgreen,"The user jumps up high, then kicks. If it misses, the user hurts itself."
26,gold-silver,"May miss, damaging the user."
26,heartgold-soulsilver,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,lets-go-pikachu-lets-go-eevee,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,omega-ruby-alpha-sapphire,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,platinum,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,ruby-sapphire,A strong jumping kick. May miss and hurt the kicker.
26,sun-moon,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
26,ultra-sun-ultra-moon,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
26,x-y,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
27,black-2-white-2,"The user lashes out with a quick, spinning kick. It may also make the target flinch."
27,black-white,"The user lashes out with a quick, spinning kick. It may also make the target flinch."
27,crystal,"A fast, spinning kick."
27,diamond-pearl,The user cuts a quick spin and lashes out with a sharp kick.
27,emerald,A fast kick delivered from a rapid spin.
27,firered-leafgreen,A quick kick from a rolling spin. It may make the foe flinch.
27,gold-silver,"A fast, spinning kick."
27,heartgold-soulsilver,"The user lashes out with a quick, spinning kick. It may also make the target flinch."
27,lets-go-pikachu-lets-go-eevee,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
27,omega-ruby-alpha-sapphire,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
27,platinum,The user cuts a quick spin and lashes out with a sharp kick.
27,ruby-sapphire,A fast kick delivered from a rapid spin.
27,sun-moon,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
27,sword-shield,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
27,ultra-sun-ultra-moon,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
27,x-y,"The user lashes out with a quick, spinning kick. This may also make the target flinch."
28,black-2-white-2,"Sand is hurled in the target’s face, reducing its accuracy."
28,black-white,"Sand is hurled in the target’s face, reducing its accuracy."
28,crystal,Reduces accuracy by throwing sand.
28,diamond-pearl,"Sand is hurled in the foe’s face, reducing its accuracy."
28,emerald,Reduces the foe’s accuracy by hurling sand in its face.
28,firered-leafgreen,"A lot of sand is hurled in the foe’s face, reducing its accuracy."
28,gold-silver,Reduces accuracy by throwing sand.
28,heartgold-soulsilver,"Sand is hurled in the foe’s face, reducing its accuracy."
28,lets-go-pikachu-lets-go-eevee,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,omega-ruby-alpha-sapphire,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,platinum,"Sand is hurled in the foe’s face, reducing its accuracy."
28,ruby-sapphire,Reduces the foe’s accuracy by hurling sand in its face.
28,sun-moon,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,sword-shield,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,ultra-sun-ultra-moon,"Sand is hurled in the target’s face, reducing the target’s accuracy."
28,x-y,"Sand is hurled in the target’s face, reducing the target’s accuracy."
29,black-2-white-2,The user sticks out its head and attacks by charging straight into the target. It may also make the target flinch.
29,black-white,The user sticks out its head and attacks by charging straight into the target. It may also make the target flinch.
29,crystal,An attack that may make foe flinch.
29,diamond-pearl,The user sticks its head out and rams straight forward. It may make the foe flinch.
29,emerald,A ramming attack that may cause flinching.
29,firered-leafgreen,The user sticks its head out and rams. It may make the foe flinch.
29,gold-silver,An attack that may make foe flinch.
29,heartgold-soulsilver,"The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees."
29,lets-go-pikachu-lets-go-eevee,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,omega-ruby-alpha-sapphire,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,platinum,The user sticks its head out and rams straight forward. It may make the foe flinch.
29,ruby-sapphire,A ramming attack that may cause flinching.
29,sun-moon,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,sword-shield,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,ultra-sun-ultra-moon,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
29,x-y,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.
30,black-2-white-2,The target is jabbed with a sharply pointed horn to inflict damage.
30,black-white,The target is jabbed with a sharply pointed horn to inflict damage.
30,crystal,An attack using a horn to jab.
30,diamond-pearl,The foe is jabbed with a sharply pointed horn to inflict damage.
30,emerald,Jabs the foe with sharp horns.
30,firered-leafgreen,The foe is jabbed with a sharply pointed horn to inflict damage.
30,gold-silver,An attack using a horn to jab.
30,heartgold-soulsilver,The foe is jabbed with a sharply pointed horn to inflict damage.
30,lets-go-pikachu-lets-go-eevee,The target is jabbed with a sharply pointed horn to inflict damage.
30,omega-ruby-alpha-sapphire,The target is jabbed with a sharply pointed horn to inflict damage.
30,platinum,The foe is jabbed with a sharply pointed horn to inflict damage.
30,ruby-sapphire,Jabs the foe with sharp horns.
30,sun-moon,The target is jabbed with a sharply pointed horn to inflict damage.
30,sword-shield,The target is jabbed with a sharply pointed horn to inflict damage.
30,ultra-sun-ultra-moon,The target is jabbed with a sharply pointed horn to inflict damage.
30,x-y,The target is jabbed with a sharply pointed horn to inflict damage.
31,black-2-white-2,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,black-white,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,crystal,Jabs the target 2-5 times.
31,diamond-pearl,The foe is jabbed repeatedly with a horn or beak two to five times in a row.
31,emerald,"Jabs the foe 2 to 5 times with sharp horns, etc."
31,firered-leafgreen,The foe is jabbed repeatedly with a horn or beak two to five times.
31,gold-silver,Jabs the target 2-5 times.
31,heartgold-soulsilver,The foe is jabbed repeatedly with a horn or beak two to five times in a row.
31,lets-go-pikachu-lets-go-eevee,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,omega-ruby-alpha-sapphire,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,platinum,The foe is jabbed repeatedly with a horn or beak two to five times in a row.
31,ruby-sapphire,"Jabs the foe 2 to 5 times with sharp horns, etc."
31,sun-moon,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,sword-shield,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,ultra-sun-ultra-moon,The target is jabbed repeatedly with a horn or beak two to five times in a row.
31,x-y,The target is jabbed repeatedly with a horn or beak two to five times in a row.
32,black-2-white-2,"The user stabs the target with a horn that rotates like a drill. If it hits, the target faints instantly."
32,black-white,"The user stabs the target with a horn that rotates like a drill. If it hits, the target faints instantly."
32,crystal,"A one-hit KO, drill attack."
32,diamond-pearl,The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.
32,emerald,A one-hit KO attack that uses a horn like a drill.
32,firered-leafgreen,The horn is rotated like a drill to ram. The foe will faint if it hits.
32,gold-silver,"A one-hit KO, drill attack."
32,heartgold-soulsilver,The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.
32,lets-go-pikachu-lets-go-eevee,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
32,omega-ruby-alpha-sapphire,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
32,platinum,The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.
32,ruby-sapphire,A one-hit KO attack that uses a horn like a drill.
32,sun-moon,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
32,sword-shield,The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
